Id,Date and Time,Location,Category,Admin close out comment,Sentiment
6AABD8A4-D41C-45E6-8975-990C79A03630,2023-09-11 14:48:47.713,"51.5098, -0.0901","Safety - Plant, Equipment & Tools",NULL,Good Practice
2511D758-1E79-41E6-81BE-0E536858499A,2023-09-04 13:29:31.307,"51.8476931246874, 0.7228563702966895","Safety - Plant, Equipment & Tools",NULL,Good Practice
4B39A183-A966-4540-8606-16BB7153840E,2023-09-05 15:18:54.367,"51.848309, 0.723586",Environment - Archaeology / Heritage,NULL,Good Practice
1518E6E7-E989-4469-BD0C-372A2EBA9BAB,2023-09-04 08:56:50.203,"51.81832759514326, 0.670111024545721","Safety - Conditions (Weather, Ground, Water way etc.)",Aaron put in a ramp onto the archaeological site so we didn’t need to lift our wheelbarrows on and off site because for the step,Good Practice
3D8D3525-DE9A-4CFB-9956-6DEA87703C08,2023-09-11 14:46:42.497,"51.5098, -0.0901",Health - Other Health Issues,NULL,Hazard
938B608E-EFFD-446E-AF63-7F1FE05BA8CE,2023-09-08 10:50:40.787,"51.84766273169112, 0.7231822481161394",Safety - Plant/Vehicle movement & People Interface,Operative from headland spoken to and truck moved,Hazard
6AABD8A4-D41C-45E6-8975-990C79A03630,2023-09-11 14:48:47.713,"51.5098, -0.0901","Safety - Plant, Equipment & Tools",NULL,Good Practice
758CF4F9-D39C-4FD2-BEDB-DCF45FD612A4,2023-09-04 13:28:14.693,"51.847973498409495, 0.7234364166742591","Safety - Plant, Equipment & Tools",Sunbelt been contacted to activate licenses for the software,Hazard
4892E4A1-4167-42CE-853A-EB211B87BD60,2023-09-07 10:51:46.677,NULL,Environment - Resources (energy/water/material),NULL,Hazard
CC75D521-B439-41F2-8F5D-77E72F04423F,2023-09-12 12:17:13.937,"51.847963987790266, 0.7236267321923235",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
A44EC867-5ADD-4688-A1E2-DA13CDED8A68,2023-09-15 09:17:59.327,"51.84798076289829, 0.7236275585053178",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
4E13507D-3932-46B3-8541-A6A5E04966F0,2023-09-20 08:47:18.450,"51.847964817983225, 0.7235818245885621",Environment - Pollution - Water course,NULL,Good Practice
1A07BEB3-0D32-4412-9061-85CAE2F44379,2023-09-20 10:02:15.383,"51.847967847183135, 0.7235925174195992",Safety - Housekeeping,NULL,Hazard
F6DE4E3A-D391-4AEF-B574-19E7E97AD920,2023-09-20 15:18:55.987,"51.84816819572067, 0.7231938441909191","Safety - Plant, Equipment & Tools",NULL,Hazard
CF6F6DC6-7BD2-49FB-960F-CD715C349940,2023-09-20 15:20:13.657,"51.84798072221055, 0.7240205950319867",Environment - Resources (energy / water /material),NULL,Good Practice
C39668F0-3841-4353-AF96-AC15C26874E2,2023-09-22 11:04:20.900,NULL,"Safety - Slip, Trip or Fall on same level",NULL,Hazard
888425EF-9045-4618-9578-E206F1C9A43F,2023-09-15 08:37:07.417,"51.84798076289829, 0.7236275585053178",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
4400F704-E2C8-49A7-8AD2-DFE42F794EDB,2023-09-18 14:00:19.300,"51.5098, -0.0901",Safety - Welfare Facilities,NULL,Hazard
AA891D9A-EE0C-4A4C-8C16-074BD9228A2F,2023-09-18 15:46:19.807,"51.84796496907289, 0.723580910677938",Environment - Ecology and Vegetation,NULL,Hazard
91B6F8EB-6EF1-4CA8-9A6B-9A7704658A19,2023-09-20 10:03:58.403,"51.847967847183135, 0.7235925174195992",Safety - Welfare Facilities,NULL,Hazard
7320244F-9FA4-49C2-A888-8D82C87325A7,2023-09-19 13:26:35.237,"51.84796438610817, 0.7235806458720992",Safety - Housekeeping,NULL,Hazard
A97F91CF-B825-4F04-8A5B-CE24719A6458,2023-09-19 13:28:09.037,"51.84796438610817, 0.7235806458720992",Safety - Housekeeping,NULL,Hazard
EBF9E9CD-E470-4FBC-A901-B41BDC6DCC27,2023-09-14 11:13:26.000,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),NULL,Good Practice
3AE0006D-6707-4944-978F-D60BBDBE3BCE,2023-09-14 11:15:21.000,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
5ADA05F0-010B-41E0-850C-EA9FA4570C7E,2023-09-14 11:09:52.000,"51.510445, -0.089124",Safety - Welfare Facilities,NULL,Good Practice
CE14BF67-26C2-455B-8288-8F429EA6FFF7,2023-09-27 14:01:56.893,"51.510445, -0.089124","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Hazard
23C650E7-3884-46A8-8127-D85119A1F627,2023-09-27 14:03:19.587,"51.510445, -0.089124","Safety - Procedural (RAMS, Permits, Process etc.)",NULL,Good Practice
CAEEEC0A-40A3-41D7-BAAB-0B49A0A693A2,2023-09-27 15:25:07.517,"51.5111023603552, -0.087424462288656",Environment - Land Contamination,Asked operative to move them on to suitable mat,Hazard
68B46436-35B8-471F-A120-1127EEE2C6A6,2023-09-14 11:03:19.000,"51.510445, -0.089124",Safety - Welfare Facilities,n/a,Good Practice
A5CE2A65-1AAA-4105-AB5D-14563C521B4A,2023-09-14 11:17:37.000,"51.848313, 0.723605",Safety - Practice (doing something outside the other categories),n/a,Good Practice
7EA82F22-A8D8-490D-B86B-27B960F2AA1C,2023-09-14 11:11:22.000,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,n/a,Good Practice
3AF7D278-30A8-4CD0-BB03-4972C5B8CFDF,2023-09-14 11:23:19.000,"51.510445, -0.089124",Safety - Housekeeping,NULL,Hazard
1E731051-8142-4638-8B8E-7E993EC65F0A,2023-09-14 11:16:07.000,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),n/a,Good Practice
CE14BF67-26C2-455B-8288-8F429EA6FFF7,2023-09-27 14:01:56.893,"51.510445, -0.089124","Safety - Procedural (RAMS, Permits, Process etc.)",New permit issued,Hazard
EBF9E9CD-E470-4FBC-A901-B41BDC6DCC27,2023-09-14 11:13:26.000,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),n/a,Good Practice
3AE0006D-6707-4944-978F-D60BBDBE3BCE,2023-09-14 11:15:21.000,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,n/a,Good Practice
23C650E7-3884-46A8-8127-D85119A1F627,2023-09-27 14:03:19.587,"51.510445, -0.089124","Safety - Procedural (RAMS, Permits, Process etc.)",n/a,Good Practice
F12E5F85-3322-4795-BBAA-B1439F631A13,2023-08-31 14:01:56.570,"51.509827, -0.090167","Safety - Plant, Equipment & Tools",Jetwash Offhired,Hazard
C10858B7-E5E5-4A09-A4B3-02F80FE6A358,2023-09-01 14:21:50.467,"51.757556, 0.496299",Safety - Welfare Facilities,NULL,Good Practice
CFDDC144-4183-4404-9475-A4469067D7D0,2023-09-22 15:10:00.597,"51.848328, 0.723616",Safety - Welfare Facilities,Repaired,Hazard
9F143949-C82F-4215-8F0A-C8A1B4496B4D,2023-09-29 15:09:27.223,"51.5104, -0.0891",Safety - Welfare Facilities,New cooler ordered,Hazard
3AF7D278-30A8-4CD0-BB03-4972C5B8CFDF,2023-09-14 11:23:19.000,"51.510445, -0.089124",Safety - Housekeeping,NULL,Hazard
20EEBFC6-388E-46D0-9274-AC372F51F129,2023-09-14 11:18:47.000,"51.848313, 0.723605",Safety - Excavations & Confined Spaces,NULL,Good Practice
67EB3966-9436-40A0-BC4B-DA2E7CC14780,2023-09-14 11:20:55.000,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),NULL,Hazard
5ADA05F0-010B-41E0-850C-EA9FA4570C7E,2023-09-14 11:09:52.000,"51.510445, -0.089124",Safety - Welfare Facilities,n/a,Good Practice
82DBCB46-0479-4BB9-AAB0-B6C6B777CD6D,2023-09-27 08:31:29.733,"51.84795335786274, 0.7236116092640356",Safety - Plant/Vehicle movement & People Interface,"Op was leaving site in van, have requested that gateman reminds ops about access / egress.",Hazard
EAD72605-12AC-4E58-8C29-FB26BBADACC0,2023-09-26 15:01:43.803,"51.847762108002435, 0.7237243508159885","Safety - Procedural (RAMS, Permits, Process etc.)","Instructed not to go out on site or do any working activities until the highways common induction was completed
",Good Practice
795E95AB-5F4E-4722-A3E8-0B347EBB7BCB,2023-09-21 14:50:16.977,"51.510445, -0.089124","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
C0B81809-408D-4FB4-93C8-2FB7CB746A3F,2023-09-21 10:41:50.997,"51.84795335786274, 0.7236116092640356",Safety - Plant/Vehicle movement & People Interface,Requested to slow down,Hazard
6C4B3022-E2A1-485E-BDE1-36C31CEA2C93,2023-09-26 07:35:57.180,"51.84796142356696, 0.7235830502103122",Safety - Plant/Vehicle movement & People Interface," observation submitted",Good Practice
9779941D-C385-498B-8549-37CAA6582CF2,2023-09-26 10:09:52.210,"51.84796142356696, 0.7235830502103122",Environment - Ecology and Vegetation,"ECoW taken to site to inspect spoil piles with rabbit holes in. Hand dug and signed off, ready for backfill of trenches",Good Practice
C6555469-B9BA-4328-8338-A121AB34D771,2023-09-28 14:22:59.180,"51.510445, -0.089124",Safety - Practice (doing something outside the other categories),NULL,Good Practice
313E2774-9EAF-4182-B4A3-F22A7DD87C09,2023-09-26 15:00:08.560,"51.84772502442828, 0.7231583350073656","Safety - Procedural (RAMS, Permits, Process etc.)",Tractor driver told not to go out on site or do any working activities until common induction is completed,Hazard
2BB1E57D-652F-473D-B782-B6AC9F19A4AF,2023-08-16 09:30:06.797,"51.84858907602612, 0.7321611605800924",Safety - Housekeeping,Bowser came and refilled,Good Practice
A367E456-C38A-4839-AC68-B75E21E6401E,2023-08-23 15:38:38.193,"51.84806991560571, 0.7235237023212893",Safety - Housekeeping,n/a,Good Practice
06750684-04F7-48F8-8316-05FAC6E3B0BE,2023-10-05 13:57:26.937,"51.84814777736121, 0.7249592705331542",Environment - Ecology and Vegetation,NULL,Good Practice
689FBA32-BDA9-422E-A76F-37A12F061EC4,2023-10-05 13:56:30.050,"51.84793628829704, 0.7235009198662468",Environment - Pollution - Air quality / dust,NULL,Hazard
93464143-9E90-44BD-B4A1-D86F3C8BD0D9,2023-11-13 13:57:27.227,"51.510445, -0.089124","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
0C5F35AD-4CBE-4F37-83FF-DB72DB72401C,2023-11-15 08:00:25.807,"51.385494, -0.153809","Safety - Conditions (Weather, Ground, Water way etc.)",Machines stood down,Hazard
576C3DB0-4DCB-4649-BA47-2615CE2099F7,2023-11-15 10:24:23.087,"51.848220819999995, 0.7239428564472428","Safety - Plant, Equipment & Tools",NULL,Hazard
F7E15ACC-6A24-4F43-8AFF-6D3344B6EBDD,2023-11-15 10:26:25.823,"51.848220819999995, 0.7239428564472428",Safety - Practice (doing something outside the other categories),NULL,Hazard
92A20009-9D40-425A-9D93-69C29E904C63,2023-11-15 13:25:04.000,"51.82343679182164, 0.6775123059736421",Health - Other Health Issues,NULL,Hazard
7E1255B3-9ED3-49DF-8E1A-0BBA003F0C6A,2023-11-16 09:38:37.847,"51.829082489447046, 0.6910522228636182",Safety - PPE,NULL,Hazard
08F35A09-5410-4E29-B306-394747A12B74,2023-11-16 10:05:40.080,"51.501731927923345, -0.12000848143361509",Safety - Welfare Facilities,NULL,Good Practice
453F43CF-5801-48A3-8240-5EB2540184F2,2023-11-16 11:26:25.183,"51.82524955755727, 0.6820825908850026","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
9CCBB6D1-D3CC-4771-B706-B0B53410CF25,2023-11-16 14:00:12.340,"51.7501, 0.491032","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
E5E91397-454B-4549-A7AC-BBC15A82F5FC,2023-11-16 13:59:05.037,"51.510445, -0.089124","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
AD8201F3-1648-4C6D-AA1C-974EB6E8ACDA,2023-11-17 11:49:32.827,"51.84798627878743, 0.7236356114321006",Quality,NULL,Good Practice
A10C9C1B-D4B8-4B3F-903B-EE4FFE85B5E3,2023-11-17 11:48:25.617,"51.84801403096461, 0.723619931315348",Quality,NULL,Good Practice
BD63B355-96E0-49B0-96B6-A95BA289D2A7,2023-11-17 15:08:10.047,"51.255039, -0.845946",Safety - Practice (doing something outside the other categories),NULL,Hazard
804F7F76-980E-4E63-A5DA-7BFD670145AA,2023-11-20 10:07:54.480,"51.8244093, 0.6817187",Safety - Welfare Facilities,NULL,Hazard
4036F793-4836-4E37-B5E9-040255A608E2,2023-11-20 10:07:51.027,"51.8220902, 0.6794235","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
08F35A09-5410-4E29-B306-394747A12B74,2023-11-16 10:05:40.080,"51.501731927923345, -0.12000848143361509",Safety - Welfare Facilities,,Good Practice
0CAD6EC5-1C2E-4F21-AE06-8A3D65F4DB45,2023-12-02 14:32:15.013,NULL,Health - Other Health Issues,NULL,Hazard
4E01B0BA-ED33-4299-8AEA-E57F62B8E82C,2023-12-05 10:35:28.957,NULL,Safety - Unknown Services,NULL,Good Practice
AFDAA3A0-53E5-4563-9AE4-4ECE9B561D42,2023-11-15 08:01:28.620,"51.385494, -0.153809","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
AD8201F3-1648-4C6D-AA1C-974EB6E8ACDA,2023-11-17 11:49:32.827,"51.84798627878743, 0.7236356114321006",Quality,n/a,Good Practice
ECB4A408-20B9-47CF-A1A9-A80F93E9D710,2023-11-17 15:09:33.683,"51.255039, -0.845946","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
BD63B355-96E0-49B0-96B6-A95BA289D2A7,2023-11-17 15:08:10.047,"51.255039, -0.845946",Safety - Practice (doing something outside the other categories),NULL,Hazard
9CCBB6D1-D3CC-4771-B706-B0B53410CF25,2023-11-16 14:00:12.340,"51.7501, 0.491032","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
E5E91397-454B-4549-A7AC-BBC15A82F5FC,2023-11-16 13:59:05.037,"51.510445, -0.089124","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
0C5F35AD-4CBE-4F37-83FF-DB72DB72401C,2023-11-15 08:00:25.807,"51.385494, -0.153809","Safety - Conditions (Weather, Ground, Water way etc.)",Machines stood down,Hazard
A10C9C1B-D4B8-4B3F-903B-EE4FFE85B5E3,2023-11-17 11:48:25.617,"51.84801403096461, 0.723619931315348",Quality,n/a,Good Practice
4A568DA3-2663-419A-BF88-AEB2444B0B39,2023-11-20 10:16:13.387,"51.83375778248546, 0.697357154598194",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
8E0F366D-A693-40A0-B41E-B547D0FF3A5F,2023-11-20 10:14:13.513,"51.8243219750488, 0.6816634722060353","Safety - Plant, Equipment & Tools",NULL,Hazard
9C6B4F0E-F82E-4345-BFCE-ED6329A2FB59,2023-11-20 10:12:44.927,"51.8279408, 0.6949797","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
CCBC85F6-D9D6-4CBE-9E17-F4C1EF0DE07D,2023-11-20 10:09:55.487,"51.8279408, 0.6949797","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
FB5C1E30-BDAA-4B3C-AE97-3224F9CF8B2F,2023-11-20 13:16:06.067,"51.8279408, 0.6949797",Environment - Resources (energy/water/material),NULL,Good Practice
1E205EA7-C960-4619-AA5B-39499CBFFC73,2023-11-10 12:13:39.053,"51.8260134, 0.6859091",Safety - Plant/Vehicle movement & People Interface,Works Manager confirmed no risk to cabin or people,Hazard
1E1893E4-6931-4A5C-BB67-4BD585E85536,2023-11-06 15:37:23.170,"51.823302478886404, 0.67873937790024",Safety - Third Party / Public,Access track reinstated,Good Practice
549115AD-254E-4DDE-93BE-280C79DAA624,2023-11-17 14:10:44.873,"51.82366313691396, 0.6776336686808859",Environment - Pollution - Water course,n/a,Good Practice
6B6C7F34-4479-4FE1-9E5C-309F2852CD3C,2023-11-10 11:01:00.267,"51.516872, -0.057774","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
4A568DA3-2663-419A-BF88-AEB2444B0B39,2023-11-20 10:16:13.387,"51.83375778248546, 0.697357154598194",Safety - Plant/Vehicle movement & People Interface,,Hazard
3DD461CA-49CE-45AB-9616-1E1BE56251F9,2023-11-10 12:31:28.883,"51.516872, -0.057774",Safety - Practice (doing something outside the other categories),,Hazard
4A371D20-545B-4424-ADFF-2753417DEEF5,2023-11-13 11:50:28.233,"51.84768218073872, 0.7229648931171891",Environment - Archaeology / Heritage,n/a,Hazard
453F43CF-5801-48A3-8240-5EB2540184F2,2023-11-16 11:26:25.183,"51.82524955755727, 0.6820825908850026","Safety - Conditions (Weather, Ground, Water way etc.)","Took a professional initiative to clean some of the areas of the route which were baddly affect. Placed eco/mesh grid down, to allow an even and non-slippery surface for wheel barrows to move along.",Good Practice
35C5834C-03EA-4B4D-918D-6EA938DEE46B,2023-11-08 10:49:42.657,"51.84142684, 0.72045642",Safety - Practice (doing something outside the other categories),Operative rebriefed,Hazard
4087072E-E2E0-440A-8B11-72CC8F435BDB,2023-11-09 13:55:14.437,"51.823395122176784, 0.6788127460575116",Safety - Housekeeping,n/a,Good Practice
474FD9C7-F1C9-410E-871A-B828B9D8DA38,2023-11-09 15:48:17.997,"51.2206, -0.307617","Safety - Conditions (Weather, Ground, Water way etc.)",Track reinstated with chippins,Hazard
3D580BE8-9AFF-4AB0-B13F-BF54F909BB91,2023-11-08 10:51:31.937,"51.84142684, 0.72045642",Safety - Work at Height,Excavation was protected at the time of observation,Hazard
3D85873D-4C7D-4485-AE23-F343AD336869,2023-11-09 13:42:14.147,"51.8432847, 0.7235861",Environment - Resources (energy/water/material),Water refilled,Hazard
55A4FE5A-5950-4F68-A0A2-0DF359F21A8C,2023-11-09 11:34:44.770,NULL,"Safety - Conditions (Weather, Ground, Water way etc.)",Extra track matting installed,Hazard
4DB419AF-72C7-4755-88A1-15E30F090812,2023-11-07 12:33:53.823,"51.847976664548355, 0.7236259207057013","Safety - Procedural (RAMS, Permits, Process etc.)",Mark Tootle rectified issue,Hazard
5C4A23F1-B4C5-4AE0-A057-1E24F918E803,2023-11-09 08:27:33.000,"51.84873511588851, 0.7246548598057689","Safety - Procedural (RAMS, Permits, Process etc.)",Good practice,Good Practice
5B740D5C-D790-4845-89BA-20F827C9D2C4,2023-11-08 13:22:27.950,"51.8432847, 0.7235861",Safety - Excavations & Confined Spaces,"Area of site had a variety of excavations at different depths. Due it them being a hazard, they were all individually fenced off.",Hazard
000DE24A-03A0-4795-9430-A4E1D61F81CA,2023-11-30 08:54:46.443,NULL,Safety - Welfare Facilities,Toilets cleaned and maintained regularly,Hazard
AF76C997-C14B-4791-9BB2-B60DCF98EAFC,2023-11-30 08:41:52.783,NULL,Safety - Welfare Facilities,Frequently cleaned and maintained,Hazard
29AADE39-6C53-4640-AA99-C5CCB48C9621,2023-11-13 12:52:06.613,"51.81944017649911, 0.6706502685677472",Safety - PPE,Operatives spoken to - now PPE compliant,Hazard
106F97F3-9333-48F2-9B7B-CAEFA5EEF2E5,2023-11-20 13:09:38.460,"51.8243336, 0.6817477","Safety - Plant, Equipment & Tools",NULL,Good Practice
7E1255B3-9ED3-49DF-8E1A-0BBA003F0C6A,2023-11-16 09:38:37.847,"51.829082489447046, 0.6910522228636182",Safety - PPE,Operative briefed and glasses worn,Hazard
D127F1AC-068E-4746-AE27-1690610F5C69,2023-11-03 15:38:48.467,"51.7501, 0.491032",Safety - Practice (doing something outside the other categories),Well done Costain engineers,Good Practice
BD1CEBCC-16ED-4DBA-8310-1A6587D93C51,2023-11-13 11:36:17.527,"51.8433190137634, 0.7249490451074438","Safety - Electrical Safety ",microwave repaired,Hazard
80EA9EFC-BFAB-434F-B657-376D3A0917CE,2023-11-03 15:28:11.287,"51.7501, 0.491032","Safety - Conditions (Weather, Ground, Water way etc.)",Pot holes will be filled in once materials arrives,Hazard
AC906449-EBC3-41F5-8356-455C4DBEC53F,2023-11-07 08:33:49.350,"51.516872, -0.057774","Safety - Conditions (Weather, Ground, Water way etc.)",actioned,Hazard
A79FF852-E071-476A-9519-55ED656CEB1D,2023-11-09 10:30:32.000,"51.8234008, 0.6789096","Safety - Conditions (Weather, Ground, Water way etc.)",More attention when walking on slippery surfaces.,Hazard
92A20009-9D40-425A-9D93-69C29E904C63,2023-11-15 13:25:04.000,"51.82343679182164, 0.6775123059736421",Health - Other Health Issues,NULL,Hazard
7D2A3C56-4CF2-4F8A-8FFE-6DF41D17AA38,2023-11-09 08:30:39.000,"51.84838377744133, 0.7242667629486776","Safety - Slip, Trip or Fall on same level",Corrected the cones to create more space,Hazard
7FC6B299-EAAF-46B0-B861-781B625836CC,2023-11-08 10:56:25.470,"51.84222121321632, 0.7146596251437818",Safety - Practice (doing something outside the other categories),Ipad to be charged before going on site,Hazard
97A2F86F-C188-44C1-B145-99973E08F86E,2023-11-07 10:20:03.600,"51.8340311285493, 0.6976450367484677","Safety - Slip, Trip or Fall on same level",Headland spoken to to manage their access and egress,Hazard
BD63B355-96E0-49B0-96B6-A95BA289D2A7,2023-11-17 15:08:10.047,"51.255039, -0.845946",Safety - Practice (doing something outside the other categories),NULL,Hazard
A10C9C1B-D4B8-4B3F-903B-EE4FFE85B5E3,2023-11-17 11:48:25.617,"51.84801403096461, 0.723619931315348",Quality,n/a,Good Practice
C60BF1F5-AC1C-42FE-8FCB-F99F18B2A8B9,2023-11-06 16:30:40.197,"51.847579552010764, 0.723960360128042","Safety - Plant, Equipment & Tools",n/a,Good Practice
A4E72343-F48E-4E83-BF46-B43FD67444BB,2023-11-24 13:27:33.487,NULL,Safety - Housekeeping,NULL,Hazard
3C1AD28D-9CA1-4C27-A100-5E8AA430E84D,2023-11-29 08:29:45.007,NULL,Safety - Welfare Facilities,NULL,Hazard
A381ABEE-FD46-42EB-966A-217F4E746253,2023-11-29 14:55:36.833,NULL,Quality,NULL,Hazard
576C3DB0-4DCB-4649-BA47-2615CE2099F7,2023-11-15 10:24:23.087,"51.848220819999995, 0.7239428564472428","Safety - Plant, Equipment & Tools",Plant nappy sent to site,Hazard
5BB150A5-475E-44F0-A54A-3EAF2ACA6013,2023-11-07 12:38:14.990,"51.847976664548355, 0.7236259207057013",Safety - Welfare Facilities,NULL,Hazard
4E0AF786-B698-4C18-9316-3EE854D8F9CC,2023-11-02 12:49:29.850,"51.8429592, 0.7228248",Safety - Housekeeping,Small brushes will be next to each welfare,Good Practice
69B76E07-9D1E-42C9-A4B1-4DD35B62F072,2023-11-20 13:26:26.863,NULL,Safety - Housekeeping,NULL,Good Practice
7942A4EB-D9B9-4B4C-A840-52F9B400805F,2023-11-07 16:17:58.340,"51.84802516122454, 0.7234384004367334","Safety - Conditions (Weather, Ground, Water way etc.)",n/a,Good Practice
63DB89F0-0F09-4B71-AEBA-55E26CBA996D,2023-11-07 08:44:44.093,"51.84799895756764, 0.7234974218927717",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
79ED1E8F-3788-4280-9319-62DDE84445DB,2023-11-13 09:37:07.047,"51.82669068181454, 0.6885961549157816",Safety - Welfare Facilities,NULL,Hazard
8FAB7243-D9D6-464C-8A2F-834BFD0B96D8,2023-11-20 13:33:52.197,"51.847956813166995, 0.7234830502244598",Safety - Welfare Facilities,NULL,Hazard
4DCCAA17-2B44-45FB-A8BD-BD8C7F4AC9CE,2023-11-09 11:13:32.000,NULL,Safety - Welfare Facilities,"Area cleaned ",Hazard
576C3DB0-4DCB-4649-BA47-2615CE2099F7,2023-11-15 10:24:23.087,"51.848220819999995, 0.7239428564472428","Safety - Plant, Equipment & Tools",Plant nappy sent to site,Hazard
DB08B96A-F02C-4FAF-BF57-5E33CB5FF5BD,2023-11-08 12:41:17.737,"51.84570333631457, 0.7203230660751758",Safety - Plant/Vehicle movement & People Interface,Dozer stood down,Good Practice
F7E15ACC-6A24-4F43-8AFF-6D3344B6EBDD,2023-11-15 10:26:25.823,"51.848220819999995, 0.7239428564472428",Safety - Practice (doing something outside the other categories),Headland fLS spoken to,Hazard
EC6CD7CD-7FD0-4723-B8DE-6E20A3AF4C4D,2023-11-07 10:17:19.403,"51.843450849975866, 0.7139298961336709",Safety - Excavations & Confined Spaces,Fls has been asked to post and rope excavations,Hazard
DE0CBA28-DD3F-4CB5-948C-B3AA941C2627,2023-11-10 12:11:42.057,"51.8152076, 0.6709907",Safety - Plant/Vehicle movement & People Interface,Adequate segregation on site,Hazard
CBEEA74B-0977-4C4A-A3CD-B15D3C1EEA4A,2023-12-04 09:56:27.277,"51.847990853759796, 0.7236092843541243",Safety - Practice (doing something outside the other categories),NULL,Hazard
C221806E-132A-437E-B971-E514B7A264A0,2023-12-07 09:44:15.200,"51.847993525330814, 0.7236102445004592",Safety - Practice (doing something outside the other categories),NULL,Hazard
4A114891-2EBD-4CC3-A19E-6C756D16ECAB,2023-12-07 12:50:34.867,"51.5104, -0.0891",Safety - Excavations & Confined Spaces,Good practice,Good Practice
F5C3B672-C3F9-45C0-AC92-C3B43D32151B,2023-11-06 07:44:03.837,"51.847650114467434, 0.7231516161627451",Quality,Discussed with Headland and sub agent,Hazard
FF32DFA2-4A93-4957-902A-D6E38A8CC2B4,2023-11-02 08:33:16.130,NULL,Safety - Housekeeping,Signs to be put up in ladies drying rooms to keep tidy,Hazard
D1506041-7651-419C-B1C9-EFFD21B5C6DA,2023-11-09 10:22:28.000,"51.84805858113766, 0.7239624875973227",Environment - Waste Disposal (Compliance),Site tidied,Hazard
8E0F366D-A693-40A0-B41E-B547D0FF3A5F,2023-11-20 10:14:13.513,"51.8243219750488, 0.6816634722060353","Safety - Plant, Equipment & Tools",Machines were stopped and they were asked to put on their seatbelts.,Hazard
106F97F3-9333-48F2-9B7B-CAEFA5EEF2E5,2023-11-20 13:09:38.460,"51.8243336, 0.6817477","Safety - Plant, Equipment & Tools",Good practice,Good Practice
425BEA5B-A709-4A98-A551-395E821B6D67,2023-10-02 12:23:14.000,NULL,Safety - PPE,NULL,Hazard
BBE8A2A8-4681-4905-8DF2-06BD3B0B7A72,2023-11-21 14:53:54.513,"51.510445, -0.089124",Safety - Welfare Facilities,Welfare repaired the same day,Good Practice
A15DAE63-353C-4D4E-937A-C72229A5CE27,2023-11-21 10:24:17.953,"51.8279408, 0.6949797",Safety - Excavations & Confined Spaces,Proper constant check on the fencing system put in place for the archaeological excavation,Good Practice
D09F945E-BD99-434B-BEBD-D29A6D71F8A8,2023-11-21 14:52:36.977,"51.848322, 0.723605",Safety - Welfare Facilities,Welfare fixed with new battery fitted,Hazard
FC26A093-1C46-4C97-80E7-DCDF5EE8FFF7,2023-11-21 10:22:45.503,"51.8279408, 0.6949797",Environment - Resources (energy/water/material),This will save fuel and do good for the environment,Good Practice
C1E82964-EA85-41CF-8DD8-9609FF970BFB,2023-11-22 14:36:32.520,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,good practice,Good Practice
637ADAFF-054F-48BB-A718-B8987021687A,2023-11-22 14:30:16.913,"51.510445, -0.089124","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Hazard
A13C41A3-E9A9-42FE-99FF-A0150E01DB3E,2023-11-23 10:07:56.077,"51.8243633, 0.6858685","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
B5C00BF3-9FA1-4F86-BE09-AFAF9C633578,2023-11-23 14:47:50.587,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
F143CC1D-AFF4-47CF-A13B-F34A07FDEB9F,2023-11-23 14:47:03.423,"51.510445, -0.089124",Safety - Plant/Vehicle movement & People Interface,NULL,Hazard
