text,predicted_label
"BS12: 
-	Continue installation of Top Mat. 
-	Top 1: -we are missing 40 mm threaded bars so couldn’t finish them. We’ve noticed that there are some 40 mm bars (right length) already loaded on BS14, maybe we can use them and replace them after. 
-	Bar Mark 233 and 232 didn’t have enough splice (7 m and 6.7). The overlap it was around 1.6 m and we had to cut B233 (6.7 m) to be one in front of each other and we added another 4.6 m straight bar from B100 with splice 2300 splice each side. It was the only solution to maintain poor bond overlap 2264 mm(min) and to carry on with top mat. Field change required, let us know if you don’t get it done and we will do it.
-	We have used 18 no of Bar Mark 100(12 m length) to solve this issue. The drawing shows 7m and 6.7 on T1 which is not enough as on top we have poor bond. First 36 bars 32 mm from north needs to be specified in Red Lines with the aboves. 
-	Marked out all the walls for setting out couplers. 
-	Checked levels of the steel. Minimum cover is 50 mm and maximum is 65 mm. Checked all over the slab. 
-	  
BS16:
-	Moved the material so steelfixers can start installing Bottom mat. 
-	 
-	Slab ready to be marked out
",Hazard
"BS12: 
-	Continue installation of Top Mat. 
-	Top 1: -we are missing 40 mm threaded bars so couldn’t finish them. We’ve noticed that there are some 40 mm bars (right length) already loaded on BS14, maybe we can use them and replace them after. 
-	Bar Mark 233 and 232 didn’t have enough splice (7 m and 6.7). The overlap it was around 1.6 m and we had to cut B233 (6.7 m) to be one in front of each other and we added another 4.6 m straight bar from B100 with splice 2300 splice each side. It was the only solution to maintain poor bond overlap 2264 mm(min) and to carry on with top mat. Field change required, let us know if you don’t get it done and we will do it.
-	We have used 18 no of Bar Mark 100(12 m length) to solve this issue. The drawing shows 7m and 6.7 on T1 which is not enough as on top we have poor bond. First 36 bars 32 mm from north needs to be specified in Red Lines with the aboves. 
-	Marked out all the walls for setting out couplers. 
-	Checked levels of the steel. Minimum cover is 50 mm and maximum is 65 mm. Checked all over the slab. 
-	  
BS16:
-	Moved the material so steelfixers can start installing Bottom mat. 
-	 
-	Slab ready to be marked out
",Hazard
"- Install timber mats above the 6f5 and sand layer
- 600t crane in attendance",Hazard
Geck skip has been damaged. The removal of the excavated clay was continued with the telescopic excavator.,Hazard
No works on South platform ,Hazard
"Works : De-installation of the temporary access ramp
Purpose : To prepare the UP5 & UP6 platform next for Keller to mobilize


SCS operative continued de-assembling the filcor into groups (using also 3T Excavator) as per drawing design and loaded them onto HIAB.
HIAB collected the stockpiled filcor (1 load) from before off the temporary access ramp to the WET.
",Hazard
"Works : De-installation of the temporary access ramp
Purpose : To prepare the UP5 & UP6 platform next for Keller to mobilize


SCS operative continued de-assembling the filcor into groups (using also 3T Excavator) as per drawing design and loaded them onto HIAB.
HIAB collected the stockpiled filcor (1 load) from before off the temporary access ramp to the WET.
",Hazard
Muckaway of stockpile from Frame 2 - finished at 11:30 while lifting equipment/accessories and Giken were inspected by SPUK,Hazard
Muckaway of stockpile from Frame 2 - finished at 11:30 while lifting equipment/accessories and Giken were inspected by SPUK,Hazard
Muckaway of stockpile from Frame 2 - finished at 11:30 while lifting equipment/accessories and Giken were inspected by SPUK,Hazard
"Reaction Frame, Piling platform TWDB signed ",Hazard
Kitchen Commissioning,Hazard
Log 2 - 1 corbel bar bundle has been returned to HY-TEN due to incorrect bend.,Hazard
S.O.S. briefing,Hazard
Cemos installed the casing for pile SP009.,Hazard
Operatives continuing with drilling/digging. Completed location 57 and 52. ,Hazard
"12:00-14:00 Delivery of 15T Excavator for waste clearance on Certas Land                                                                                                                                                  
14:00-17:00- Two Tractor and Trailer loads, bringing over CLD Fencing, sandbags, plastic tubs and stands ",Hazard
"09:50: Casing for PEPW032 was 18.4m long (added 6.4m of casing to casing that was already there).
This was agreed due to PEPW031 twisting and dropping.",Hazard
"Plywood panels, rails and skirts fitted to hoarding posts on NR hoarding line.",Hazard
Break ,Hazard
Excavation and backfill/compaction with 6F5 to create additional access track in land parcel south of the Chiltern line. Modification of CLD fencing.,Hazard
•	HK continued M&E works.  ,Hazard
"07:00 - SOS briefing
07:30 - Conveyor not running due to rain
",Hazard
"- Bringing MBEXT-26D to formation level using recycled 6F2 material, this has required approximately 9m3 of material",Hazard
"- Bringing MBEXT-26D to formation level using recycled 6F2 material, this has required approximately 9m3 of material",Hazard
"- Bringing MBEXT-26D to formation level using recycled 6F2 material, this has required approximately 9m3 of material",Hazard
" installation of Mound 2 Harvil Road land drain diversion and the Copthall farm water main diversion, in the form of a V-ditch, in the SSPA. To facilitate the mound 2 construction works.

. A 50 mm bedding of sand will be laid in the trench by utilising a ADT and an excavator.  
.An excavator will then be utilised to backfill the trench with sand cover 300mm above the main.  
.Warning tape is installed the trench is to be backfilled in 250mm layers using clay and compacted using a Ramex.  


- Carrying on the excavation and Placing the pipe and partial backfilling ",Hazard
" installation of Mound 2 Harvil Road land drain diversion and the Copthall farm water main diversion, in the form of a V-ditch, in the SSPA. To facilitate the mound 2 construction works.

. A 50 mm bedding of sand will be laid in the trench by utilising a ADT and an excavator.  
.An excavator will then be utilised to backfill the trench with sand cover 300mm above the main.  
.Warning tape is installed the trench is to be backfilled in 250mm layers using clay and compacted using a Ramex.  


- Carrying on the excavation and Placing the pipe and partial backfilling ",Hazard
Cementation Offsite,Hazard
#NAME?,Hazard
"Two teams from Kilnbridge were available to work, but unable to work due to frozen pipes. Approximately 2hrs downtime per pump.",Hazard
main drive (S-1275) Lifting lugs install complete ,Hazard
Measurements of acoustic panels required taken and cut to size,Hazard
1 no. plate bearing test conducted by material team. Test passed.,Hazard
break,Hazard
"Manhole demolition works, works commenced temporary works installed to 1.2m depth",Hazard
Emergency rescue plan undertaken for box,Hazard
"07:45 - 08:00: SOS briefing,   Work on pause till Monday due to the concrete being too wet, not safe to work



",Hazard
Platform installation completed.,Hazard
Platform installation completed.,Hazard
08:30: Camfaud M42 pump on site and outriggers being set up,Hazard
2no. casings installed and checked by SCS Engineer P031 and P040 ,Hazard
"No piling activity's due to crane driver being on paternity leave and replacement driver is absent with COVID. CSL have attempted to provide another driver however, no one is currently available. ",Hazard
2 no concrete wagons have been rejected due to low slump ,Hazard
"7:30 - 8:00 -> I&M installation team attended the SOS.
08:00 to 16:00 -> They stopped there digging of the In6 hole for today as instructed by the SCS team, as an inspection had to be conducted on site regarding an incident that happened yesterday on site. 
12:30  to 1:30 -> they had there lunch break.
4:00 -> the team left site.",Hazard
"7:30 - 8:00 -> I&M installation team attended the SOS.
08:00 to 16:00 -> They stopped there digging of the In6 hole for today as instructed by the SCS team, as an inspection had to be conducted on site regarding an incident that happened yesterday on site. 
12:30  to 1:30 -> they had there lunch break.
4:00 -> the team left site.",Hazard
Amber alert NO34 observed at 1845 due to site activity on investigation.,Hazard
1st wagon on site begins unloading ,Hazard
Pouring 8x mini bases for Temporary Substation at TP4,Hazard
Weather - ,Hazard
Start of shift briefing ,Hazard
Props- 4x Steel fixers fixing 1st prop,Hazard
"Recharge testing continued for RW1 - RW3-RW4 combined.
",Hazard
The trenches were stake out at the Zone 1.,Hazard
"Merlo loading the faltbed, and flatbed carrying the concrete blocks from Conveyor and Wet; 130 crane unloading into the Setup the concrete blocks for assembly ",Hazard
"Merlo loading the faltbed, and flatbed carrying the concrete blocks from Conveyor and Wet; 130 crane unloading into the Setup the concrete blocks for assembly ",Hazard
"Merlo loading the faltbed, and flatbed carrying the concrete blocks from Conveyor and Wet; 130 crane unloading into the Setup the concrete blocks for assembly ",Hazard
"Merlo loading the faltbed, and flatbed carrying the concrete blocks from Conveyor and Wet; 130 crane unloading into the Setup the concrete blocks for assembly ",Hazard
11:20 - 11:35 : Cleaning base of PEPW024 and inspecting with spider-cam. Bored Depth = 37.340m ,Hazard
"Littlewoods started mobilisation work at 8:00, started auguring the holes for the posts and the other team started installing the gate ",Hazard
Rodding eye installation ,Hazard
Shuttering repairs for the D-wall panels north of bubble Z.,Hazard
Site tidy up,Hazard
Augured Pile TCP2 and moved Rig to Pile P23,Hazard
"•	Completed the installation of screed rails.
Installation of aerofil compressible filler blanket around sides 
",Hazard
Kellys begin making the wall good,Hazard
"7:30-8:00: SOS briefing
8:00-11:30: preparing steel cages A-9 and A-8
11:30-12:30: All operatives go on break 
12:30-2:30: preparing steel cages A-9 and A-8
2:30-3:00- All operatives go on break
3:00-5:30: preparing steel cages A-9 and A-8",Hazard
12: 00 - 13:20 - 3no operatives errect herras panels and acoustic blankets (2 OPS FROM PORTAL WORKS),Hazard
Break,Hazard
"CTM: Nelson Arul. RFS Supervisor: Frank D'auria. RFS machine operators: Tom Stratford, : ILir Vata and Lucas Lipiec. GBRF shunters: Neil Barnes and Danny Dommett.",Hazard
SOS Briefing ,Hazard
"Purpose: To Install the main access ramp.
- 1x delivery of Filcor on site for Level 5.
- Site lifting team using a 25T crawler crane lifted out the blocks from the artic bed and moved it to the ramp.
- Chippies and site operative placed the blocks on to there positions as per drawing. 
- Scaffolder did the alteration to the edge protection on top of the installed filcor level",Hazard
"Purpose: To Install the main access ramp.
- 1x delivery of Filcor on site for Level 5.
- Site lifting team using a 25T crawler crane lifted out the blocks from the artic bed and moved it to the ramp.
- Chippies and site operative placed the blocks on to there positions as per drawing. 
- Scaffolder did the alteration to the edge protection on top of the installed filcor level",Hazard
"Purpose: To Install the main access ramp.
- 1x delivery of Filcor on site for Level 5.
- Site lifting team using a 25T crawler crane lifted out the blocks from the artic bed and moved it to the ramp.
- Chippies and site operative placed the blocks on to there positions as per drawing. 
- Scaffolder did the alteration to the edge protection on top of the installed filcor level",Hazard
Strata have finished 2 boreholes in Oak Farm and will have to continue the rest of the 4 boreholes in that area next week once Kilnbridge finish their works. ,Hazard
"7:30 AM - SOS 
9:00 AM - First load on site at 9 am - 8 cubic metres for bubble Z
12:00 PM - Total of 4 loads of concrete poured from capital, ",Hazard
Installed shutters for the concrete pour.,Hazard
Wingate works inside welfare,Hazard
1500 - 1700: Started preparing installation of panel 14 kickers. ,Hazard
The d-wall bite 03.2 was repaired by installing pecafill formwork and pouring concrete previously. The area was then backfilled in 75mm layers with 6n stone.,Hazard
"Fixing rebar on the slab continues. 
Shuttering carpenters continue fixing the edge shutters",Hazard
Concrete placement at the bottom of the ramp.,Hazard
Start of shift briefing and confined spaces permit briefed (waiting on signature) 7:30-08:30,Hazard
Start of shift briefing and confined spaces permit briefed (waiting on signature) 7:30-08:30,Hazard
"07-45 - -08:00

SOS briefing ",Hazard
"Crane Berm Excavation - CH25+500 to CH25+200:
7:30 am - 10:30 am: - Maintenance and Preparation works due to continuous rainfall, the previous day. 
10:30am - 11am BREAK
11 am - 14:30 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor.
14:30pm - 15:00pm BREAK
15:00 pm - 18.00 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor. 

Plant: 2x Excavator 50T & 40T, 1x Bomag Roller 19T, 2x D6 Dozer, 10x Dumpers 30T.",Hazard
"Crane Berm Excavation - CH25+500 to CH25+200:
7:30 am - 10:30 am: - Maintenance and Preparation works due to continuous rainfall, the previous day. 
10:30am - 11am BREAK
11 am - 14:30 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor.
14:30pm - 15:00pm BREAK
15:00 pm - 18.00 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor. 

Plant: 2x Excavator 50T & 40T, 1x Bomag Roller 19T, 2x D6 Dozer, 10x Dumpers 30T.",Hazard
"Crane Berm Excavation - CH25+500 to CH25+200:
7:30 am - 10:30 am: - Maintenance and Preparation works due to continuous rainfall, the previous day. 
10:30am - 11am BREAK
11 am - 14:30 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor.
14:30pm - 15:00pm BREAK
15:00 pm - 18.00 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor. 

Plant: 2x Excavator 50T & 40T, 1x Bomag Roller 19T, 2x D6 Dozer, 10x Dumpers 30T.",Hazard
"Crane Berm Excavation - CH25+500 to CH25+200:
7:30 am - 10:30 am: - Maintenance and Preparation works due to continuous rainfall, the previous day. 
10:30am - 11am BREAK
11 am - 14:30 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor.
14:30pm - 15:00pm BREAK
15:00 pm - 18.00 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor. 

Plant: 2x Excavator 50T & 40T, 1x Bomag Roller 19T, 2x D6 Dozer, 10x Dumpers 30T.",Hazard
"Crane Berm Excavation - CH25+500 to CH25+200:
7:30 am - 10:30 am: - Maintenance and Preparation works due to continuous rainfall, the previous day. 
10:30am - 11am BREAK
11 am - 14:30 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor.
14:30pm - 15:00pm BREAK
15:00 pm - 18.00 pm - Crane Berm Area still stays flooded. Excavation started and the subsoil heap in the middle of the crane berm area in C3 was dug out and sent to the conveyor. 

Plant: 2x Excavator 50T & 40T, 1x Bomag Roller 19T, 2x D6 Dozer, 10x Dumpers 30T.",Hazard
EDD: SOS BRIEFING,Hazard
"SA002 lifting and installing cages
Legs= 490mm TOS AB= 20.773maod",Hazard
"-W2N from 10:00- 15:00
1x chippie removing stop end on scissor lift 
1x ground man",Hazard
"CA Telecom return to site.
Continue excavating trench for the new position of VM ducts
Move the existing ducts to the new position.
Tidy up and make everything safe.",Hazard
11:00-13:30 No works carried out due to the drawing issue,Hazard
Weather - N/A,Hazard
Scafollders have comleted dismantling the handrails and left zone F,Hazard
SOS,Hazard
All ops off site ,Hazard
"Break out and excavation to design depth. Installation of 2 no ducts for new HV route. Installing HV chambers.
1x GW
1 x RP
1 x Plant Op
1 x Ground Worker
1 X Multi skilled
1 x UXO
1 x Pipelaying Foreman",Hazard
