WeatherDescription,CloudCover,Temperature,FeelsLike,Humidity,Precipitation,Pressure,UVIndex,Visibility,WindSpeed,Reason
Light Drizzle,75.00,6.00,3.00,93.00,0.00,1029.00,1,10.00,11.00,Delay By Others
Patchy rain possible,80.00,11.00,10.00,79.00,0.10,1003.00,3,7.00,9.00,Resource
Sunny,5.00,2.00,0.00,74.00,0.00,1042.00,2,10.00,5.00,Plant
Sunny,5.00,2.00,0.00,74.00,0.00,1042.00,2,10.00,5.00,Plant
Sunny,3.00,2.00,1.00,73.00,0.00,1042.00,2,10.00,5.00,Plant
Sunny,5.00,2.00,0.00,74.00,0.00,1042.00,2,10.00,5.00,Plant
Sunny,5.00,2.00,0.00,74.00,0.00,1042.00,2,10.00,5.00,Plant
Sunny,5.00,2.00,0.00,74.00,0.00,1042.00,2,10.00,5.00,Plant
Sunny,3.00,2.00,1.00,73.00,0.00,1042.00,2,10.00,5.00,Plant
Partly cloudy,49.00,16.00,16.00,58.00,0.00,1022.00,5,10.00,15.00,Planning
Overcast,100.00,8.00,4.00,78.00,0.00,1009.00,2,10.00,27.00,Subcontractor Performance
Sunny,33.00,24.00,25.00,44.00,0.00,1023.00,6,10.00,11.00,Document Control
Sunny,6.00,22.00,24.00,49.00,0.00,1023.00,6,10.00,12.00,Document Control
Sunny,6.00,22.00,24.00,49.00,0.00,1023.00,6,10.00,12.00,Document Control
Sunny,0.00,28.00,27.00,37.00,0.00,1021.00,7,10.00,13.00,Design Delays
Light drizzle,89.00,11.00,9.00,71.00,0.10,1009.00,3,5.00,12.00,Resource
Light drizzle,89.00,11.00,9.00,71.00,0.10,1009.00,3,5.00,12.00,Resource
Light drizzle,89.00,11.00,9.00,71.00,0.10,1009.00,3,5.00,12.00,Resource
Overcast,94.00,4.00,2.00,68.00,0.00,1000.00,1,10.00,9.00,Plant
Mist,36.00,2.00,2.00,95.00,0.00,1035.00,1,2.00,3.00,Planning
Partly cloudy,25.00,23.00,24.00,44.00,0.00,1019.00,7,10.00,4.00,Delay By Others
Overcast,81.00,9.00,7.00,71.00,0.00,1015.00,2,10.00,15.00,Materials
Overcast,99.00,11.00,9.00,63.00,0.00,1015.00,3,10.00,17.00,Materials
Partly cloudy,63.00,8.00,5.00,79.00,0.00,1015.00,3,10.00,14.00,Materials
Overcast,81.00,9.00,7.00,71.00,0.00,1015.00,2,10.00,15.00,Materials
Overcast,81.00,9.00,7.00,71.00,0.00,1015.00,2,10.00,15.00,Materials
Partly cloudy,63.00,8.00,5.00,79.00,0.00,1015.00,3,10.00,14.00,Materials
Overcast,79.00,11.00,8.00,84.00,0.00,1021.00,3,10.00,25.00,Design Delays
Overcast,79.00,11.00,8.00,84.00,0.00,1021.00,3,10.00,25.00,Design Delays
Partly cloudy,57.00,12.00,9.00,79.00,0.00,1021.00,4,10.00,26.00,Design Delays
Partly cloudy,57.00,12.00,9.00,79.00,0.00,1021.00,4,10.00,26.00,Design Delays
Overcast,100.00,5.00,5.00,80.00,0.00,1009.00,2,10.00,4.00,Subcontractor Planning
Overcast,94.00,6.00,3.00,82.00,0.00,1013.00,2,10.00,19.00,Delay By Company
Overcast,96.00,7.00,4.00,80.00,0.00,1012.00,2,10.00,22.00,Delay By Company
Overcast,91.00,7.00,3.00,87.00,0.00,1014.00,2,10.00,23.00,Safety
Sunny,23.00,14.00,13.00,89.00,0.00,1016.00,4,10.00,9.00,Planning
Overcast,100.00,12.00,10.00,90.00,0.00,1003.00,3,10.00,24.00,Change
Sunny,7.00,17.00,17.00,42.00,0.00,1030.00,5,10.00,12.00,Design Delays
Sunny,8.00,7.00,5.00,79.00,0.00,1005.00,3,10.00,12.00,Plant
Patchy rain possible,55.00,11.00,9.00,78.00,0.10,996.00,3,9.00,14.00,Plant
Partly cloudy,59.00,14.00,14.00,62.00,0.00,1017.00,4,10.00,5.00,Design Delays
Overcast,100.00,10.00,7.00,91.00,0.00,1003.00,3,10.00,25.00,Resource
Light rain,98.00,13.00,12.00,86.00,0.60,1002.00,3,9.00,7.00,Plant
Light rain,98.00,13.00,12.00,86.00,0.60,1002.00,3,9.00,7.00,Plant
Sunny,17.00,7.00,3.00,42.00,0.00,1021.00,3,10.00,20.00,Communication
Sunny,17.00,7.00,3.00,42.00,0.00,1021.00,3,10.00,20.00,Communication
Overcast,94.00,10.00,6.00,74.00,0.00,999.00,2,10.00,26.00,Subcontractor Planning
Sunny,6.00,13.00,12.00,45.00,0.00,1029.00,4,10.00,10.00,Materials
Partly cloudy,32.00,16.00,16.00,58.00,0.00,1022.00,5,10.00,8.00,Delay By Others
Partly cloudy,32.00,16.00,16.00,58.00,0.00,1022.00,5,10.00,8.00,Delay By Others
Partly cloudy,32.00,16.00,16.00,58.00,0.00,1022.00,5,10.00,8.00,Delay By Others
Sunny,3.00,6.00,4.00,82.00,0.00,1022.00,3,10.00,9.00,Subcontractor Planning
Sunny,3.00,6.00,4.00,82.00,0.00,1022.00,3,10.00,9.00,Subcontractor Planning
Heavy snow,97.00,2.00,0.00,92.00,0.30,999.00,1,4.00,7.00,Planning
Sunny,8.00,18.00,17.00,69.00,0.00,1023.00,5,10.00,17.00,Weather
Partly cloudy,75.00,10.00,8.00,76.00,0.00,1010.00,4,10.00,17.00,Design Delays
Patchy light rain,77.00,19.00,19.00,88.00,0.30,1016.00,4,8.00,5.00,Weather
Moderate rain,88.00,19.00,19.00,87.00,0.80,1016.00,4,8.00,5.00,Weather
Moderate rain,88.00,19.00,19.00,87.00,0.80,1016.00,4,8.00,5.00,Weather
Moderate rain,88.00,19.00,19.00,87.00,0.80,1016.00,4,8.00,5.00,Weather
Sunny,2.00,0.00,-2.00,84.00,0.00,1037.00,2,10.00,5.00,Subcontractor Performance
Light drizzle,99.00,10.00,9.00,78.00,0.20,1005.00,3,5.00,7.00,Weather
Overcast,100.00,10.00,9.00,77.00,0.00,1006.00,3,7.00,7.00,Weather
Sunny,9.00,11.00,10.00,65.00,0.00,1027.00,4,10.00,13.00,Communication
Sunny,3.00,4.00,4.00,71.00,0.00,1037.00,2,10.00,1.00,Design Delays
Sunny,10.00,8.00,5.00,82.00,0.00,1020.00,3,10.00,15.00,Planning
Sunny,10.00,8.00,5.00,82.00,0.00,1020.00,3,10.00,15.00,Planning
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Engineering
Overcast,100.00,6.00,0.00,59.00,0.00,1006.00,2,10.00,38.00,Weather
Light rain,100.00,6.00,2.00,78.00,0.40,1010.00,2,9.00,29.00,Environmental
Light rain shower,52.00,14.00,14.00,55.00,0.10,1002.00,3,10.00,20.00,Engineering
Light rain shower,52.00,14.00,14.00,55.00,0.10,1002.00,3,10.00,20.00,Engineering
Sunny,3.00,5.00,4.00,80.00,0.00,1032.00,2,10.00,4.00,Design Delays
Partly cloudy,57.00,11.00,10.00,86.00,0.00,1014.00,4,10.00,12.00,Subcontractor Planning
Patchy rain possible,100.00,12.00,8.00,82.00,0.00,994.00,3,10.00,39.00,Weather
Patchy rain possible,70.00,9.00,6.00,42.00,0.00,1016.00,2,10.00,27.00,Delay By Others
Sunny,0.00,8.00,4.00,42.00,0.10,1017.00,2,10.00,19.00,Delay By Others
Overcast,100.00,11.00,10.00,71.00,0.00,1007.00,3,10.00,7.00,Weather
Cloudy,75.00,9.00,6.00,80.00,0.00,1024.00,2,10.00,19.00,Planning
Overcast,100.00,7.00,5.00,92.00,0.00,1031.00,2,10.00,10.00,Weather
Haze,100.00,9.00,7.00,93.00,0.00,1028.00,1,6.00,7.00,Weather
Heavy snow,97.00,2.00,0.00,92.00,0.30,999.00,1,4.00,7.00,Materials
Sunny,15.00,17.00,17.00,62.00,0.00,1025.00,5,10.00,11.00,Planning
Partly cloudy,38.00,11.00,10.00,60.00,0.00,1015.00,4,10.00,13.00,Design Delays
Partly cloudy,43.00,11.00,10.00,61.00,0.00,1015.00,4,10.00,12.00,Design Delays
Partly cloudy,43.00,11.00,10.00,61.00,0.00,1015.00,4,10.00,12.00,Design Delays
Sunny,0.00,9.00,9.00,72.00,0.00,1039.00,3,10.00,3.00,Subcontractor Performance
Partly cloudy,34.00,2.00,-3.00,64.00,0.00,1015.00,2,10.00,25.00,Subcontractor Performance
Partly cloudy,34.00,3.00,-2.00,59.00,0.00,1015.00,2,10.00,27.00,Subcontractor Performance
Partly cloudy,34.00,2.00,-3.00,64.00,0.00,1015.00,2,10.00,25.00,Subcontractor Performance
Sunny,0.00,19.00,19.00,56.00,0.00,1026.00,6,10.00,6.00,Delay By Others
Light rain,100.00,4.00,1.00,94.00,0.40,1020.00,1,9.00,13.00,Delay By Others
Partly cloudy,26.00,1.00,-1.00,81.00,0.00,1012.00,2,10.00,5.00,Plant
Partly cloudy,40.00,17.00,17.00,68.00,0.00,1011.00,5,10.00,14.00,Plant
Overcast,97.00,9.00,6.00,84.00,0.00,1019.00,2,10.00,18.00,Delay By Others
Patchy rain possible,83.00,4.00,1.00,81.00,0.00,1032.00,1,10.00,12.00,Subcontractor Performance
Sunny,24.00,21.00,21.00,46.00,0.00,1025.00,6,10.00,5.00,Engineering
Sunny,2.00,5.00,4.00,79.00,0.00,1040.00,2,10.00,5.00,Design Delays
Partly cloudy,25.00,13.00,11.00,77.00,0.00,1020.00,3,10.00,20.00,Subcontractor Interface
Overcast,72.00,11.00,9.00,60.00,0.00,1015.00,3,10.00,19.00,Plant
Overcast,72.00,11.00,9.00,60.00,0.00,1015.00,3,10.00,19.00,Plant
Overcast,100.00,14.00,12.00,77.00,0.00,1010.00,3,10.00,22.00,Plant
Light rain,100.00,10.00,7.00,82.00,0.70,981.00,2,7.00,29.00,Subcontractor Performance
Light rain,100.00,10.00,7.00,82.00,0.70,981.00,2,7.00,29.00,Subcontractor Performance
Partly cloudy,59.00,14.00,14.00,62.00,0.00,1017.00,4,10.00,5.00,Subcontractor Performance
Partly cloudy,61.00,15.00,15.00,59.00,0.00,1017.00,5,10.00,6.00,Subcontractor Performance
Partly cloudy,45.00,11.00,8.00,76.00,0.00,1004.00,4,10.00,18.00,Subcontractor Performance
Sunny,0.00,22.00,25.00,65.00,0.00,1012.00,6,10.00,17.00,Safety
Cloudy,83.00,25.00,25.00,29.00,0.00,1012.00,6,10.00,4.00,Plant
Cloudy,83.00,25.00,25.00,29.00,0.00,1012.00,6,10.00,4.00,Plant
Sunny,2.00,26.00,26.00,29.00,0.00,1029.00,7,10.00,14.00,Safety
Sunny,1.00,26.00,26.00,30.00,0.00,1029.00,7,10.00,15.00,Safety
Overcast,87.00,10.00,8.00,82.00,0.00,1021.00,3,10.00,21.00,Subcontractor Planning
Sunny,0.00,10.00,10.00,73.00,0.00,1038.00,3,10.00,2.00,Subcontractor Performance
Sunny,15.00,34.00,33.00,27.00,0.00,1022.00,8,10.00,3.00,Plant
Sunny,0.00,31.00,29.00,27.00,0.00,1022.00,8,10.00,11.00,Plant
Overcast,97.00,3.00,-2.00,88.00,0.00,1027.00,1,10.00,19.00,Supplier Performance
Partly cloudy,50.00,7.00,2.00,54.00,0.00,1011.00,3,10.00,30.00,Weather
Partly cloudy,31.00,7.00,2.00,52.00,0.00,1012.00,3,10.00,30.00,Weather
Partly cloudy,50.00,7.00,2.00,54.00,0.00,1011.00,3,10.00,30.00,Weather
Sunny,26.00,14.00,12.00,73.00,0.00,1012.00,4,10.00,18.00,Design Delays
Sunny,0.00,1.00,-1.00,74.00,0.00,1035.00,2,10.00,5.00,Subcontractor Performance
Patchy rain possible,80.00,15.00,15.00,89.00,0.30,1003.00,4,9.00,12.00,Resource
Sunny,5.00,2.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Plant
Sunny,2.00,7.00,6.00,78.00,0.00,1039.00,3,10.00,3.00,Plant
Sunny,5.00,2.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Plant
Sunny,5.00,2.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Plant
Sunny,5.00,2.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Plant
Sunny,5.00,2.00,2.00,90.00,0.00,1039.00,2,10.00,4.00,Plant
Patchy rain possible,68.00,6.00,3.00,73.00,0.00,1007.00,1,10.00,11.00,Plant
Partly cloudy,75.00,19.00,19.00,60.00,0.00,1024.00,5,10.00,22.00,Design Delays
Partly cloudy,55.00,16.00,15.00,61.00,0.00,1006.00,5,10.00,20.00,Subcontractor Performance
Partly cloudy,68.00,11.00,9.00,72.00,0.00,1016.00,4,10.00,14.00,Materials
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Design Delays
Sunny,13.00,26.00,26.00,51.00,0.00,1012.00,7,10.00,17.00,Resource
Light sleet showers,100.00,5.00,0.00,66.00,0.20,1010.00,2,10.00,32.00,Design Delays
Partly cloudy,50.00,7.00,4.00,61.00,0.00,1022.00,3,10.00,20.00,Delay By Others
Light sleet,98.00,6.00,3.00,73.00,0.70,1023.00,2,9.00,15.00,Delay By Others
Sunny,23.00,14.00,13.00,55.00,0.00,1016.00,4,10.00,13.00,Delay By Others
Overcast,88.00,5.00,3.00,78.00,0.00,1024.00,2,10.00,10.00,Resource
Partly cloudy,24.00,5.00,3.00,85.00,0.00,1015.00,3,10.00,10.00,Subcontractor Interface
Light sleet,100.00,3.00,-3.00,94.00,0.20,989.00,1,9.00,33.00,Planning
Overcast,86.00,9.00,6.00,75.00,0.00,1015.00,2,10.00,18.00,Subcontractor Interface
Patchy rain possible,55.00,10.00,9.00,74.00,0.00,1014.00,3,10.00,10.00,Design Delays
Partly cloudy,50.00,4.00,0.00,65.00,0.00,1020.00,3,10.00,28.00,Delay By Company
Sunny,0.00,7.00,4.00,55.00,0.00,1022.00,3,10.00,17.00,Delay By Company
Moderate rain,100.00,7.00,3.00,93.00,1.00,985.00,2,7.00,24.00,Weather
Moderate or heavy sleet,100.00,5.00,0.00,94.00,0.80,990.00,1,6.00,23.00,Weather
Moderate rain,100.00,7.00,3.00,93.00,1.00,985.00,2,7.00,24.00,Weather
Light rain,100.00,6.00,3.00,90.00,0.70,1011.00,2,9.00,16.00,Subcontractor Performance
Light rain,100.00,6.00,3.00,90.00,0.70,1011.00,2,9.00,16.00,Subcontractor Performance
Sunny,14.00,17.00,16.00,59.00,0.00,1025.00,5,10.00,9.00,Design Delays
Sunny,14.00,17.00,16.00,59.00,0.00,1025.00,5,10.00,9.00,Design Delays
Sunny,11.00,23.00,23.00,38.00,0.00,1026.00,6,10.00,5.00,Safety
Sunny,11.00,23.00,23.00,38.00,0.00,1026.00,6,10.00,5.00,Safety
Sunny,0.00,2.00,0.00,74.00,0.00,1038.00,2,10.00,6.00,Design Delays
Sunny,0.00,2.00,0.00,74.00,0.00,1038.00,2,10.00,6.00,Design Delays
Sunny,30.00,14.00,14.00,69.00,0.00,1021.00,4,10.00,14.00,Planning
Clear,4.00,15.00,15.00,76.00,0.00,1021.00,1,10.00,6.00,Subcontractor Performance
Clear,4.00,15.00,15.00,76.00,0.00,1021.00,1,10.00,6.00,Subcontractor Performance
Patchy rain possible,100.00,5.00,0.00,90.00,0.10,988.00,1,10.00,27.00,Weather
Sunny,12.00,7.00,4.00,76.00,0.00,1014.00,3,10.00,17.00,Subcontractor Planning
Overcast,100.00,20.00,20.00,43.00,0.00,1010.00,4,10.00,12.00,Safety
Overcast,100.00,20.00,20.00,43.00,0.00,1010.00,4,10.00,12.00,Safety
Partly cloudy,63.00,11.00,9.00,82.00,0.00,1006.00,4,10.00,19.00,Safety
Sunny,2.00,2.00,0.00,84.00,0.00,1038.00,2,10.00,6.00,Plant
Sunny,1.00,2.00,1.00,82.00,0.00,1038.00,2,10.00,6.00,Plant
Partly cloudy,28.00,16.00,16.00,89.00,0.00,1002.00,5,10.00,13.00,Delay By Others
Partly cloudy,64.00,8.00,6.00,83.00,0.00,1041.00,3,10.00,8.00,Subcontractor Planning
Overcast,100.00,15.00,16.00,60.00,0.00,1026.00,4,10.00,4.00,Delay By Others
Overcast,100.00,15.00,16.00,60.00,0.00,1026.00,4,10.00,4.00,Delay By Others
Partly cloudy,50.00,6.00,2.00,87.00,1.90,1006.00,2,10.00,20.00,Weather
Partly cloudy,74.00,14.00,15.00,63.00,0.00,1026.00,4,10.00,4.00,Subcontractor Performance
Haze,25.00,20.00,20.00,83.00,0.00,1012.00,5,5.00,15.00,Experience/Competence
Light rain shower,76.00,16.00,16.00,86.00,0.20,1006.00,4,10.00,16.00,Delay By Others
Light rain shower,76.00,16.00,16.00,86.00,0.20,1006.00,4,10.00,16.00,Delay By Others
Sunny,22.00,6.00,3.00,81.00,0.00,1014.00,3,10.00,18.00,Weather
Sunny,20.00,17.00,17.00,53.00,0.00,1012.00,5,10.00,18.00,Delay By Company
Light rain shower,86.00,19.00,19.00,55.00,0.60,1017.00,4,10.00,19.00,Subcontractor Performance
Partly cloudy,75.00,11.00,9.00,71.00,0.00,1028.00,4,10.00,13.00,Delay By Others
Overcast,100.00,10.00,9.00,78.00,0.00,1025.00,3,10.00,10.00,Subcontractor Performance
Overcast,100.00,10.00,9.00,78.00,0.00,1025.00,3,10.00,10.00,Subcontractor Performance
Sunny,16.00,18.00,18.00,52.00,0.00,1027.00,5,10.00,10.00,Supplier Performance
Sunny,18.00,18.00,18.00,52.00,0.00,1027.00,5,10.00,12.00,Supplier Performance
Sunny,8.00,6.00,4.00,65.00,0.00,1038.00,3,10.00,7.00,Design Delays
Sunny,16.00,2.00,0.00,72.00,0.00,1038.00,2,10.00,7.00,Design Delays
Cloudy,85.00,16.00,16.00,84.00,0.00,1021.00,4,10.00,5.00,Materials
Light rain shower,76.00,16.00,16.00,86.00,0.20,1006.00,4,10.00,16.00,Safety
Light rain shower,76.00,16.00,16.00,86.00,0.20,1006.00,4,10.00,16.00,Safety
Light rain shower,76.00,16.00,16.00,86.00,0.20,1006.00,4,10.00,16.00,Safety
Cloudy,70.00,23.00,24.00,71.00,0.00,1014.00,5,10.00,18.00,Design Delays
Sunny,9.00,17.00,17.00,70.00,0.00,1032.00,5,10.00,9.00,Materials
Sunny,9.00,17.00,17.00,70.00,0.00,1032.00,5,10.00,9.00,Materials
Sunny,12.00,23.00,23.00,54.00,0.00,1032.00,6,10.00,11.00,Materials
Cloudy,67.00,14.00,13.00,75.00,0.00,1014.00,3,10.00,17.00,Subcontractor Planning
Sunny,25.00,11.00,8.00,72.00,0.00,1002.00,4,10.00,22.00,Subcontractor Performance
Sunny,25.00,11.00,8.00,72.00,0.00,1002.00,4,10.00,22.00,Subcontractor Performance
Overcast,100.00,12.00,11.00,72.00,0.00,1027.00,3,10.00,8.00,Subcontractor Performance
Light rain,100.00,11.00,8.00,91.00,0.30,1008.00,3,7.00,29.00,Weather
Overcast,100.00,11.00,7.00,91.00,0.00,1007.00,3,10.00,35.00,Weather
Overcast,100.00,9.00,6.00,90.00,0.00,1004.00,2,10.00,25.00,Subcontractor Performance
Partly cloudy,50.00,10.00,8.00,71.00,0.00,1034.00,2,10.00,20.00,Plant
Sunny,28.00,8.00,7.00,68.00,0.00,1035.00,3,10.00,10.00,Plant
Cloudy,87.00,21.00,21.00,52.00,0.00,1009.00,5,10.00,21.00,Plant
Light rain,88.00,13.00,13.00,95.00,0.50,1025.00,3,9.00,3.00,Plant
Partly cloudy,64.00,12.00,9.00,82.00,0.00,1021.00,4,10.00,29.00,Weather
Thundery outbreaks possible,96.00,21.00,21.00,58.00,0.00,1010.00,5,9.00,19.00,Design Delays
Patchy rain possible,100.00,17.00,17.00,82.00,0.00,1004.00,4,10.00,31.00,Delay By Others
Sunny,26.00,14.00,12.00,73.00,0.00,1012.00,4,10.00,18.00,Delay By Others
Partly cloudy,75.00,10.00,7.00,76.00,0.60,992.00,2,7.00,20.00,Weather
Sunny,0.00,37.00,37.00,16.00,0.00,1012.00,9,10.00,22.00,Weather
Patchy rain possible,100.00,10.00,8.00,95.00,0.10,1020.00,3,10.00,20.00,Materials
Light drizzle,100.00,10.00,8.00,98.00,0.70,1020.00,3,2.00,19.00,Materials
Partly cloudy,26.00,15.00,15.00,62.00,0.00,1026.00,5,10.00,5.00,Plant
Partly cloudy,50.00,6.00,1.00,66.00,0.00,1021.00,3,10.00,31.00,Weather
Partly cloudy,38.00,6.00,1.00,65.00,0.00,1020.00,3,10.00,32.00,Weather
Sunny,0.00,0.00,-2.00,72.00,0.00,1037.00,2,10.00,5.00,Subcontractor Planning
Sunny,0.00,0.00,-2.00,72.00,0.00,1037.00,2,10.00,5.00,Subcontractor Planning
Overcast,100.00,2.00,-2.00,76.00,0.00,1001.00,1,10.00,13.00,Subcontractor Performance
Overcast,100.00,12.00,10.00,88.00,0.00,1013.00,3,7.00,32.00,Subcontractor Planning
Patchy heavy snow,55.00,2.00,-3.00,87.00,0.70,1007.00,1,7.00,21.00,Delay By Company
Partly cloudy,49.00,3.00,-2.00,84.00,0.00,1007.00,2,8.00,22.00,Delay By Company
Partly cloudy,24.00,15.00,15.00,63.00,0.00,1028.00,5,10.00,7.00,Resource
Sunny,3.00,3.00,1.00,84.00,0.00,1037.00,2,10.00,6.00,Materials
"Light Rain, Rain",75.00,5.00,1.00,87.00,0.80,999.00,1,10.00,17.00,Covid-19
Light sleet,99.00,5.00,2.00,60.00,0.30,1008.00,2,9.00,17.00,Covid-19
Overcast,91.00,6.00,2.00,73.00,0.00,998.00,2,10.00,23.00,Subcontractor Planning
Sunny,1.00,2.00,0.00,83.00,0.00,1041.00,2,10.00,7.00,Design Delays
Sunny,1.00,2.00,0.00,83.00,0.00,1041.00,2,10.00,7.00,Design Delays
Sunny,0.00,5.00,1.00,62.00,0.00,1017.00,3,10.00,17.00,Subcontractor Performance
Partly cloudy,34.00,21.00,21.00,38.00,0.00,1022.00,6,10.00,14.00,Plant
Partly cloudy,34.00,21.00,21.00,38.00,0.00,1022.00,6,10.00,14.00,Plant
Partly cloudy,34.00,21.00,21.00,38.00,0.00,1022.00,6,10.00,14.00,Plant
Patchy rain possible,77.00,7.00,7.00,88.00,0.10,993.00,2,10.00,5.00,Plant
Sunny,35.00,2.00,-2.00,74.00,0.00,1035.00,2,10.00,13.00,Materials
Overcast,100.00,12.00,9.00,88.00,0.00,1013.00,3,10.00,33.00,Design Delays
Overcast,100.00,8.00,5.00,93.00,0.00,1012.00,2,10.00,20.00,Materials
Overcast,100.00,8.00,5.00,93.00,0.00,1012.00,2,10.00,20.00,Materials
Overcast,100.00,8.00,5.00,93.00,0.00,1012.00,2,10.00,20.00,Materials
Partly cloudy,43.00,21.00,21.00,69.00,0.00,1015.00,6,10.00,14.00,Delay By Others
Partly cloudy,47.00,20.00,20.00,77.00,0.00,1014.00,5,10.00,13.00,Delay By Others
Patchy rain possible,77.00,13.00,10.00,68.00,0.00,999.00,3,10.00,32.00,Weather
Sunny,6.00,7.00,5.00,74.00,0.00,1034.00,3,10.00,9.00,Materials
Sunny,0.00,4.00,3.00,84.00,0.00,1037.00,2,10.00,5.00,Plant
Sunny,0.00,4.00,3.00,84.00,0.00,1037.00,2,10.00,5.00,Plant
Sunny,10.00,14.00,14.00,76.00,0.00,1023.00,4,10.00,6.00,Design Delays
Sunny,9.00,15.00,15.00,70.00,0.00,1023.00,4,10.00,7.00,Design Delays
Sunny,6.00,11.00,10.00,65.00,0.00,1025.00,4,10.00,11.00,Delay By Others
Patchy light drizzle,72.00,17.00,17.00,89.00,0.40,1010.00,4,5.00,18.00,Materials
Sunny,14.00,3.00,-1.00,79.00,0.00,1015.00,2,10.00,19.00,Design Delays
Patchy rain possible,100.00,12.00,9.00,90.00,0.10,991.00,3,10.00,32.00,Resource
Sunny,14.00,12.00,12.00,65.00,0.00,1025.00,4,10.00,3.00,Subcontractor Performance
Sunny,2.00,22.00,22.00,58.00,0.00,1021.00,6,10.00,9.00,Materials
Patchy rain possible,100.00,12.00,9.00,79.00,0.00,1027.00,3,10.00,29.00,Weather
Patchy rain possible,100.00,12.00,9.00,79.00,0.00,1027.00,3,10.00,29.00,Weather
Overcast,95.00,12.00,12.00,91.00,0.00,1010.00,3,7.00,5.00,Change
Overcast,100.00,5.00,-1.00,63.00,0.00,1006.00,1,10.00,41.00,Weather
Overcast,100.00,5.00,-1.00,63.00,0.00,1006.00,1,10.00,41.00,Weather
Cloudy,63.00,8.00,7.00,67.00,0.00,1015.00,2,10.00,9.00,Weather
Cloudy,63.00,8.00,7.00,67.00,0.00,1015.00,2,10.00,9.00,Weather
Cloudy,57.00,9.00,8.00,66.00,0.00,1015.00,2,10.00,11.00,Weather
Partly cloudy,55.00,9.00,7.00,79.00,0.00,1042.00,3,10.00,9.00,Materials
Sunny,18.00,16.00,16.00,43.00,0.00,1015.00,5,10.00,21.00,Plant
Clear,21.00,18.00,18.00,50.00,0.00,1020.00,1,10.00,4.00,Weather
Partly cloudy,75.00,8.00,6.00,66.00,0.00,1032.00,3,10.00,17.00,Materials
Moderate rain,100.00,8.00,7.00,98.00,1.20,1023.00,2,7.00,7.00,Delay By Others
Sunny,2.00,22.00,22.00,58.00,0.00,1021.00,6,10.00,9.00,Safety
Light drizzle,100.00,6.00,4.00,89.00,0.20,1025.00,2,2.00,13.00,Design Delays
Patchy rain possible,74.00,8.00,4.00,48.00,0.00,1017.00,2,10.00,32.00,Design Delays
Light rain shower,86.00,10.00,7.00,78.00,0.10,1010.00,2,10.00,16.00,Safety
Overcast,96.00,4.00,-2.00,78.00,0.00,999.00,1,10.00,35.00,Subcontractor Performance
Partly cloudy,50.00,20.00,20.00,64.00,0.10,1012.00,4,10.00,15.00,Plant
Partly cloudy,44.00,13.00,12.00,66.00,0.00,1013.00,4,10.00,20.00,Plant
Sunny,0.00,12.00,10.00,77.00,0.00,1013.00,4,10.00,22.00,Plant
Sunny,27.00,12.00,10.00,72.00,0.00,1013.00,4,10.00,18.00,Plant
Patchy rain possible,100.00,13.00,12.00,66.00,0.00,1018.00,3,10.00,15.00,Ground Condition
Sunny,0.00,15.00,14.00,48.00,0.40,1016.00,4,10.00,15.00,Ground Condition
Sunny,4.00,39.00,39.00,12.00,0.00,1016.00,9,10.00,17.00,Weather
Partly cloudy,64.00,6.00,2.00,86.00,0.00,1000.00,3,10.00,18.00,Planning
Light rain,100.00,8.00,5.00,96.00,0.60,1024.00,2,8.00,13.00,Delay By Others
Light rain,100.00,8.00,5.00,96.00,0.60,1024.00,2,8.00,13.00,Delay By Others
Overcast,93.00,17.00,17.00,59.00,0.00,1025.00,4,10.00,16.00,Safety
Patchy rain possible,80.00,15.00,15.00,89.00,0.30,1003.00,4,9.00,12.00,Resource
Patchy light rain,70.00,6.00,2.00,66.00,0.50,991.00,2,9.00,32.00,Safety
Patchy rain possible,79.00,11.00,8.00,46.00,0.00,997.00,3,9.00,21.00,Safety
Sunny,19.00,29.00,29.00,32.00,0.00,1023.00,7,10.00,3.00,Ground Condition
Partly cloudy,32.00,7.00,4.00,53.00,0.00,1046.00,3,10.00,17.00,Engineering
Cloudy,76.00,6.00,1.00,68.00,0.00,1022.00,2,10.00,31.00,Design Delays
Light rain shower,58.00,8.00,6.00,70.00,0.20,1006.00,2,10.00,15.00,Subcontractor Performance
Light rain shower,58.00,8.00,6.00,70.00,0.10,1006.00,2,10.00,15.00,Subcontractor Performance
Clear,21.00,18.00,18.00,50.00,0.00,1020.00,1,10.00,4.00,Weather
Sunny,0.00,11.00,10.00,76.00,0.00,1022.00,3,10.00,11.00,Design Delays
Overcast,100.00,10.00,7.00,83.00,0.00,1004.00,3,10.00,25.00,Plant
Sunny,6.00,19.00,19.00,59.00,0.00,1015.00,5,10.00,11.00,Design Delays
Sunny,0.00,11.00,10.00,76.00,0.00,1022.00,3,10.00,13.00,Communication
Sunny,15.00,17.00,17.00,63.00,0.00,1017.00,5,10.00,13.00,Engineering
Sunny,15.00,17.00,17.00,63.00,0.00,1017.00,5,10.00,13.00,Engineering
