text,label
Observation card raised,Hazard
observation raised,Good Practice
Observation card raised,Hazard
NULL,Good Practice
Lewis Newton called Speedy as soon as this happened and they arrived within the hour to fix,Good Practice
observation raised,Hazard
Access restrictions reported to higher management,Hazard
Reported to Matt Hunter (Costain EA) sent email and photos,Hazard
Briefed out in SOS to not shout out near residential areas,Hazard
NULL,Good Practice
Observation card raised,Hazard
NULL,Hazard
Reported via app,Good Practice
NULL,Hazard
NULL,Good Practice
Night shift operatives acted quickly to contain spill and clean up with granules,Hazard
NULL,Good Practice
Observation card raised,Hazard
Observation card raised,Hazard
NULL,Good Practice
observation raised,Hazard
Observation card raised,Hazard
NULL,Good Practice
Cleaner informed and the hand cleaner was swapped for a heavy duty one,Hazard
Observation card raised,Hazard
The plasters were re-filled,Good Practice
Observation card raised,Good Practice
Reported on app,Hazard
observation card raised,Hazard
NULL,Good Practice
NULL,Good Practice
Senior SHE advisor issued chin strap from Stores ,Hazard
NULL,Good Practice
Observation app raised ,Good Practice
NULL,Good Practice
Reported to the works manager ,Hazard
Operatives stopped from working until they had safety glasses,Hazard
NULL,Hazard
observation raised,Hazard
Power is turned off to some units at night and the weekend,Hazard
Observation card raised,Good Practice
Observation card raised,Hazard
NULL,Hazard
Portaloo sent out with groundhog - sent for afternoon team - morning team used compound for morning break,Hazard
observation card raised,Good Practice
Observation card raised,Hazard
NULL,Good Practice
Reported to works manager,Hazard
NULL,Good Practice
observation raised,Hazard
observation card raised,Hazard
Observation card raised,Good Practice
NULL,Good Practice
observation card,Hazard
NULL,Hazard
Signs replaced,Good Practice
Reported on observation card,Good Practice
Observation card raised,Hazard
NULL,Hazard
NULL,Good Practice
Reported to senior SHE advisor who changed the battery for me as I am not tall enough to reach ,Hazard
NULL,Good Practice
Drillers have been spoken to by Costain & Soil Engineering black hats about the way the farmer would like them to drive in the fields,Hazard
Observation card raised,Good Practice
Imran sent someone and it was emptied super quick,Good Practice
NULL,Good Practice
observation raise,Good Practice
NULL,Hazard
Security came in and unlocked ,Hazard
NULL,Hazard
Observation card raised,Good Practice
Reported to H&S,Hazard
observation raised,Good Practice
observation card raised,Hazard
Thanked Adrian Stevens of Soil Engineering,Good Practice
Observation app,Good Practice
Reported to works manager ,Hazard
Ruts were filled in to make safe,Hazard
Observation card raised,Good Practice
"Electrician has been on site 2, 9, 21 and repaired all electrical issues",Hazard
observation raised,Good Practice
NULL,Good Practice
Cleaner vacuumed up ,Hazard
Observation card raised,Hazard
NULL,Hazard
observation raised,Hazard
Korec sorted a temporary licence for GPS,Hazard
Observation card raised,Hazard
Observation card raised,Hazard
Security explained that the vehicle did not belong to this project and sent them away,Hazard
Observation card raised,Hazard
observation card raised,Hazard
Called Laura who called Mo to come and check as service was likely  a water pipe that wasn't mapped,Hazard
Observation card raised,Hazard
NULL,Good Practice
Asked the gateman to remind aubcontactirs of site speed limit ,Hazard
Briefed out in SOS,Hazard
Reported to Mark Tootell who has reported this to Mitie - a different tablet will be used on Monday by security to see if this is an android issue or a wider problem ,Hazard
NULL,Hazard
NULL,Good Practice
observation card raised,Hazard
Reported to Works Manager,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
Observation card raised,Good Practice
Observation card raised,Hazard
NULL,Good Practice
NULL,Good Practice
Blood pressure monitor installed,Good Practice
Observation card raised,Hazard
Observation card raised,Good Practice
observation raised,Good Practice
Observation raised ,Good Practice
Spoken to Costain supervisor to put red and white tape on ropes,Hazard
NULL,Hazard
Reported to Tony Carr - told TM to close up cones and lamp closure point - no lamps available,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
Asked for a set up of signage,Hazard
NULL,Good Practice
observation raised,Good Practice
Suggested a blue light as another option,Hazard
Observation card raised,Good Practice
Over the door hangar purchased for coats,Hazard
Observation card raised,Hazard
NULL,Good Practice
Observation card raised,Hazard
NULL,Hazard
Costain have an area to jet wash the vehicles and will talk through to everyone where they are and how to use them,Hazard
NULL,Good Practice
Observation card raised,Hazard
NULL,Good Practice
Observation ,Good Practice
New water filter put in the machine after de-scaling,Hazard
NULL,Good Practice
Observation app,Good Practice
Observation card raised,Good Practice
"Observation has been sorted, area is tidy now",Hazard
Observation card raised,Hazard
observation card,Hazard
Reported to works manager ,Hazard
Thanked Leighton for going above and beyond ,Good Practice
Visitor reminded of site speed limit and storeman has hosed down the access road for dust suppression ,Hazard
Reported to works manager ,Hazard
Informed works manager of good practice ,Good Practice
Observation card raised,Hazard
App,Good Practice
Observation card raised,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
observation card raised,Good Practice
NULL,Good Practice
Reported to works manager ,Hazard
Staff have being driving very slowly and carefully across fields and are constantly checking for burrows -where there is a defined tramline we stick to at all times,Hazard
Observation card raised,Hazard
Stores cleaned,Good Practice
Reported to works manager ,Hazard
NULL,Hazard
Observation card raised,Good Practice
Reported to supervisor,Hazard
observation raised,Good Practice
Reported on app,Hazard
NULL,Hazard
NULL,Good Practice
Sub contractors stopped from working due to plant not being fit for work,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
Observation card raised,Good Practice
NULL,Hazard
Works manager spoke with driver,Hazard
Observation card raised,Hazard
Reported to IT,Hazard
Observation raised ,Good Practice
Review of A12 waste management processes to be undertaken to ensure compliance with Costain Procedures,Hazard
Matt hunter to investigate.,Good Practice
NULL,Hazard
NULL,Hazard
Added to low carbon oppertunities register for review during detailed design,Good Practice
NULL,Good Practice
Site manager is in the process of investigating how we can make the Kelvedon Compound as green and eco-friendly as possible. This is a work in progress.,Hazard
Store manager has been alerted,Hazard
Suggestion raised with conrad,Hazard
Raised. Office management waiting to get it fixed,Hazard
Raised ,Hazard
Spoke to reception who resolved it,Hazard
"The online systems should be able to feed into each other if the information needs to be captured in two places, or information should only be filled in once.",Hazard
Raised with H&S and lean team,Hazard
Raised,Hazard
"Answer: No. Asked newer members of the team and older members do not recall for this office.
No record of this taking place / what this would be?
COMAH alarm, not applicable (?).",Hazard
Raised and discussed with Conrad and Jacqui about putting a sand bag or weight in the bottom to prevent it falling over ,Hazard
Raised with reception who informed me “we know” they were disconnected that day to fix other leaks and are being fixed tomorrow,Hazard
"Senior Visitors to the office meeting room left the  kitchen in poor state, stacking plates next to the sink and above the dishwasher, not cleaning area once used, leaving items all over it making it difficult for others to prepare meals and use the area.
Office cleaners tidied the area.",Hazard
Spoke to office staff who have confirmed already spotted and will get the onsite plumber to have a look,Hazard
"Turn taps off when left on (pull up push button to overwrite) and raised with Jackie of issue. Poster added to wall as visual reminder. 
",Hazard
Office manager was trying to source working air conditioning to assist,Hazard
"Answer: Unsure who is trained, but I don't think everyone is aware of how to use fire equipment, only the fire marshalls will have gone through this training.",Hazard
,Hazard
NULL,Good Practice
"Answer: Working under the third party controlled office emergency measures. Emergency measure in diagram showing location of fire extinguishers - doesn't show correct floor plan for the floor (office walls moved from original layout), no ""you are here"" which would be helpful, doesn't show where the assembly point is but does show it on the key, it is named, but still unclear unless you know the area.  No A12 RAMS on the RAMS register for Fire or on BC.",Hazard
Stuck sign on the mirror to say out of order to stop anyone from using it,Hazard
Raised,Hazard
"Answer: Not for this office by Costain.  No FRA available or briefings completed on it.
Working in third party office under their fire evacuation route - should a specific A12 RA have been completed for individuals working on our project in an office?",Hazard
"1 x tv shows the fire marshalls for the A12. 11 do not attend the london office, 3 are in Tuesdays and Wednesdays. There are no other A12 trained fire marshalls onsite, but the office is managed should do fire checks.
During recent fire practice, they asked us to confirm everyone was out. 
1 x tv does not show the firemarshalls (similar to the first aid question).",Hazard
Raised as observation,Hazard
Raised with Conrad,Hazard
"Answer: Good signage clear access / egress.
During recent fire drill doors to the stairwell did not automatically unlock and you still had to press the ""exit"" door button to release the door into the stairwell. Not sure if this has been rectified / raised since.",Hazard
Raised,Hazard
Raised and spoken to Karl to see if he can implement each month,Hazard
Raised with Conrad,Hazard
"Answer: Fire plan is located on the back of the office door which is open 80-90% of the time, so I'm unsure how many people will be aware of where it is.
Fire plan not upto date with correct layout, no ""you are here"" to help figure out fastest way to leave.
Fire extinguishers are in correct location based on the map.
Assembly point symbol on key, but not locatable on map - may cause confusion and delay.
CO2 next to kitchen (for electrical not paper), 2 x foam (for paper) in the stair wells.",Hazard
NULL,Good Practice
New back box fitted,Hazard
"Alarms tested and records maintained by office management via third party. They can chase records if required.
Fire extinguisher in kitchen indate until Feb 24.",Good Practice
Restuck up posters and checked the rest of the toilets that these are still up and relevant,Hazard
Mentioning apps,Hazard
The cross cut shredder is set up and has been used once or twice in two weeks checking content. This will suffice and the need for obtaining the larger confidential waste storage bins is not yet proven required based on waste to date,Good Practice
HTTPS://Youtu.be/8E7j3db8HiU,Good Practice
Closed out  issues raised that affect score,Good Practice
"An automatic cross cut shredder was purchased and delivered to office 5th Floor. If not done, requires unpacking, setting up & plugging in ready to operate",Good Practice
Reported ,Hazard
None ,Good Practice
Works Manager has assigned space for a designated walk area from where they park safely around the compound. ,Hazard
NULL,Hazard
N/a,Good Practice
None,Good Practice
Reported and MT emailed,Hazard
N/a,Good Practice
"After raising issues with Works Manager and H&S Senior advisor, the actions are being recified by creating visually easy flow charts for actions to be displayed in the security hut leaving nothing to chance.",Hazard
Reported - without gloves I’m not touching them,Hazard
The works manager has set to work the black to hat to regulary strim all the areas to keep it maintained to avoid additional costs. This has been recitified straight after. ,Good Practice
NULL,Hazard
NULL,Hazard
"Ensure operatives have sun block cream if they are working where they are exposed to sun for long period of time.
Ensure they drink plenty of water to keep them hydrated. ",Good Practice
Will report to A.petrescu,Hazard
Individual spoken to. Was having difficulty with touch screen on phone. Operative put gloves on,Hazard
Removed and to be disposed of properly,Hazard
Operative spoken to. Chin strap on order,Hazard
Reported to works manager ,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
Reported to site,Hazard
Cable checked,Good Practice
Operative spoke to ,Hazard
Reported to site for rectification,Hazard
Both operatives spoken to and 3sl supervisor made aware of requirement to inform supply chain of Ppe standards,Hazard
Operative spoken to.,Hazard
Cleaner spoken to regarding storage of materials ,Hazard
None required. Road has been watered,Good Practice
Operative spoken to.,Hazard
Foreman informed,Hazard
Printed labels produced and added to signs by me.,Hazard
Raised and to be changed ,Hazard
Reported to site for it to be installed ,Hazard
NULL,Good Practice
"Reported to Conrad, he got GAP to come out and it was fixed and working again by lunch",Good Practice
Site footpath installed from compound to archaeology dig area,Hazard
Operative spoken to and jacket zipped up,Hazard
Reported to works manager ,Hazard
Observation raised here and Inshango to be emailed ,Hazard
Op. Spoken to and walked in walkway,Hazard
Individual was stopped by me and asked to use the walkways ,Hazard
Issue is being worked on by tm crews,Hazard
Reported to site. Staircase to be lowered,Hazard
Reported to EP,Hazard
None needed,Good Practice
"HASEMP to be signed by PS, WL, LL before sign off by MB",Good Practice
Barriers in place,Good Practice
Reported to site and raised with office manager ,Hazard
Kit restocked,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
Operatives spoken to,Hazard
None,Good Practice
Operative spoke to and chin strap put on. 3sl should make their subcontractors aware of Ppe requirements as well.,Hazard
None required.,Good Practice
Cp cleared canle,Hazard
None needed ,Good Practice
Works manager presentS machine to be used to re-instate ground,Hazard
Observation raised. Question to be posed to soils.,Hazard
Driver spoken to regarding plant idling. SEGL to let all plant delivery drivers know what the required standards are,Hazard
Operatives spoken to. ,Hazard
Individual has been spoken to and apologised,Hazard
Chair removed and skipped,Hazard
Permit signed at time Of noting,Hazard
Briefed,Good Practice
NULL,Good Practice
NULL,Hazard
Works manager has spoken to op. 3sl to ensure all brought to site on their behalf are aware of Ppe standards ,Hazard
Operative spoken to and advised of a different way to access control panel.,Hazard
None needed ,Good Practice
All spoken to. All put on,Hazard
Security guard to record instances of speeding through site on the app. Plan is the increase antecedents to see if this behaviour can be changed quickly with small changes. ,Hazard
Both spoken to,Hazard
Operative spoken to. Will raise with works manager and supply chain director ,Hazard
Reported ,Hazard
Works stopped,Hazard
None,Good Practice
Admin spoken to and boards to be updated ,Hazard
Operative spoken to. Asked to return to vehicle to collect glasses that had steamed up whilst working,Hazard
Delivery refused due to PPE not to being correct,Good Practice
NULL,Hazard
NULL,Good Practice
None required,Good Practice
Spoken to directly ,Hazard
None needed,Good Practice
None,Good Practice
Driver spoken to,Hazard
None needed ,Good Practice
None required,Good Practice
Reported to site ,Hazard
I’ve spoken to Andy Goodwin. I feel this needs to be escalated higher up and reviewed.,Hazard
Operative spoken to and he put his chin strap on,Hazard
Cleaner spoken to and asked to refill,Hazard
Kits checked,Good Practice
None,Good Practice
NULL,Good Practice
NULL,Hazard
Security turned the driver away,Hazard
Reported to site,Hazard
Reported to site,Hazard
Vehicle crossing point sign to be made,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
office cleared quickly. ,Good Practice
reported to Conrad,Hazard
in this instance i had to reach out to a NH team member that is not on the project to assist ,Hazard
Fire drill,Good Practice
discussed with Conrad to take it down,Hazard
NULL,Hazard
Fire marshalls separated to clear all areas - took longer to find cleaner because they were unaware,Hazard
NULL,Good Practice
Security turned the driver away,Hazard
NULL,Good Practice
NULL,Good Practice
Extra matting laid o avoid slips trips and falls,Hazard
Fire drill,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
Extra matting laid o avoid slips trips and falls,Hazard
Driver was advised that delivery would be refused due to incorrect PPE,Hazard
Changing room cleared of PPE and new name tags made for lockers and coat pegs,Hazard
Reported to fls who has spoken to supervisor from subcontractors who have ordered it,Hazard
NULL,Good Practice
O'Brien's made aware and will send a fitter to change to orange,Hazard
Delivery refused due to PPE not to being correct,Good Practice
NULL,Hazard
NULL,Hazard
Fire marshalls separated to clear all areas - took longer to find cleaner because they were unaware,Hazard
NULL,Good Practice
Spoken to site management about them,Hazard
NULL,Good Practice
,Hazard
NULL,Good Practice
NULL,Good Practice
Good practice to ensure we have the correct ECoW cover. Permit to clear was completed ,Good Practice
Advice was given as to what the site in question should do (Costain consultancy on site there) but not A12 related. Good practice and attitude ,Good Practice
"Rather than paying for costly disposal, one of our old AdBlue drums is being turned into a filter for a fish pond",Good Practice
Created a master slide pack for our sites which can be customised ,Good Practice
Aerosol cans still going into the dirty Coshh bin. To be re briefed and potentially some new signage?,Hazard
A dashboard has been created to identify which areas of our temporary works may required ordinary watercourse consents or flood risk activity permit,Good Practice
Obs submission,Good Practice
Raised with Emma Tetlow,Hazard
None,Good Practice
NULL,Good Practice
NULL,Good Practice
Costain supervisor politely asked farmer to slow down,Hazard
Dumper stood down until ground conditions had dried up and it was safe to continue,Hazard
"Concrete blocks placed in front of gate to stop intruders 
entering again",Hazard
Be more careful walking to site,Hazard
Topsoil bund put in place to act as a barrier,Hazard
T&M brought supervisor to site to train the driver,Hazard
Operative spoken to at time. Will monitor ,Hazard
Engineer stopped from working and explained what the rules are on the A12,Hazard
Lighting needs checking by qualified electrician ,Hazard
NULL,Hazard
Safe system of works to be reviewed - control measures agreed with Headland,Hazard
NULL,Hazard
NULL,Hazard
n/a,Good Practice
Briefed to workforce,Hazard
n/a,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
I reattached the loose tape to the two poles to make sure the barrier was extended fully. ,Good Practice
Karl/Emma spoke to the person as this is the second time he has been asked to remove it.,Hazard
NULL,Hazard
NULL,Hazard
Spoke to works manager ,Hazard
NULL,Hazard
Reported to this forum and also informed project officer - archaeology,Hazard
Headlands are engaging with NH Passport administrator to arrange access directly. ,Hazard
I closed the gate ,Hazard
NULL,Good Practice
"Oil leak fixed, collected and removed from site",Good Practice
Briefed to workforce,Hazard
To be briefed out in SOS,Hazard
n/a,Good Practice
Raised with Emma Tetlow,Hazard
"I raised this at our regular progress meeting with Costain, where it was taken seriously by the Costain team and further actions were noted",Hazard
Costain are going to install signs with QR codes,Hazard
NULL,Hazard
Raised with Emma Tetlow,Hazard
Discussed with Package manager and RAMS approver,Hazard
Discussed with Package Manager and RAMS approver. ,Hazard
NULL,Hazard
Reported to Lewis Rose,Hazard
NULL,Good Practice
Knee pads were delivered to site today,Good Practice
Prewarned about it when I knew it was going to happen. Reported up to Conrad and other engineers.,Hazard
NULL,Good Practice
"Oil leak fixed, collected and removed from site",Hazard
GAP jetwash off hired and speedy jet wash to be delivered,Hazard
Briefed to workforce,Hazard
n/a,Good Practice
Briefed to workforce,Hazard
"To save on waste and cost, we have taken the old AdBlue barrel from Kelvedon Compound and turned it into a filter for a 9000L fish pond (few finishing touches still required)",Good Practice
"Call Conrad to inform, but the man leaves quickly. Will put barriers back in front of entrance to deter others",Hazard
Leak contained and cleaned up ,Hazard
"Oil leak fixed, collected and removed from site",Hazard
Operatives spoken to. Hearing protection to ve procided,Hazard
"Stop the machine, report to Connor who will get us a new permit and wait until it’s signed off",Hazard
Green flag and thanks,Good Practice
Operatives spoken to. Hearing protection to ve procided,Hazard
Call Lewis to will ask the farmer if we can extend the area to accommodate.,Hazard
"Farmer agrees, Jacob will move the stakes to the new limit",Good Practice
Posts and rope put in,Good Practice
Tried to contact document controller for advice,Hazard
Raised and spoke to Conrad.,Hazard
Taps have been turned off but cause of wastage needs to be sorted out ,Hazard
Vehicle collected and taken to Northgate to fix ,Hazard
NULL,Good Practice
NULL,Hazard
I had securely put the cable end part which has power inside the compound and tightened it at the back side of ladies toilet.,Hazard
Will bring this up when I see Ailsa and Emma but will also mention it in the next area we need to strip.,Hazard
NULL,Good Practice
observation submitted,Good Practice
"To save on waste and cost, we have taken the old AdBlue barrel from Kelvedon Compound and turned it into a filter for a 9000L fish pond (few finishing touches still required)",Good Practice
None required,Good Practice
Reported up the chain and photographed,Good Practice
Leak contained and cleaned up ,Hazard
Thanks passed onto Emma and team on site for performing with best practice,Good Practice
Lewis Rose saw to the soil being removed safely to ensure the ditch was not obstructed in the future,Good Practice
Flags used to demark area,Good Practice
Lynch fitter called and was on site within the hour to fix the issue,Hazard
"Reported to Manager, logged on Sitediary and monitored ",Hazard
T&M brought a stand pipe for us to use to fill up the jet wash quicker,Hazard
NULL,Good Practice
NULL,Good Practice
Relevant person contacted to repair tv,Hazard
Lynch fitter called and was on site within the hour to fix the issue,Hazard
NULL,Hazard
NULL,Hazard
Aaron put in a ramp onto the archaeological site so we didn’t need to lift our wheelbarrows on and off site because for the step,Good Practice
"Sunbelt been contacted to activate licenses for the software
",Hazard
turned off any socket left on before leaving the office of an evening or if socket not in use at any point during the day ,Hazard
"none taken at time as not safe to chase after car on foot, however will report to Connor to raise as hazard on SOS brief as it should be briefed to the driver of the vehicle ",Hazard
reported,Hazard
NULL,Good Practice
Driver spoken to ,Hazard
 information to be taken off the scanner so we still have records,Good Practice
NULL,Hazard
None needed ,Good Practice
Excavator and bowser driver stopped and informed about refuelling near to a watercourse. Refuelling stopped. ,Hazard
NULL,Hazard
NULL,Good Practice
,Good Practice
NULL,Good Practice
NULL,Good Practice
Trenches to be set out again immediately prior to work commencing ,Hazard
NULL,Hazard
Briefed to workforce,Hazard
Briefed to workforce,Hazard
None needed ,Good Practice
Reporting to staff,Hazard
Driver spoken to ,Hazard
NULL,Hazard
"ECoW taken to site to inspect spoil piles with rabbit holes in. Hand dug and signed off, ready for backfill of trenches",Good Practice
Tractor driver told not to go out on site or do any working activities until common induction is completed,Hazard
NULL,Good Practice
n/a,Good Practice
n/a,Good Practice
Reported,Hazard
Notified H&S and supervisors,Hazard
n/a,Good Practice
Operative from headland spoken to and truck moved,Hazard
Briefed workforce to take frequent  breaks,Hazard
N/a,Good Practice
NULL,Good Practice
NULL,Good Practice
Aaron put in a ramp onto the archaeological site so we didn’t need to lift our wheelbarrows on and off site because for the step,Good Practice
Briefed workforce to take frequent  breaks,Hazard
Operative from headland spoken to and truck moved,Hazard
N/a,Good Practice
"Sunbelt been contacted to activate licenses for the software
",Hazard
turned off any socket left on before leaving the office of an evening or if socket not in use at any point during the day ,Hazard
Driver spoken to ,Hazard
Reported to their contract manager ,Hazard
Reviewed temporary works register against flood zone risk ,Good Practice
Reporting to staff,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Hazard
Operative spoke to. Correct Ppe put on.,Hazard
NULL,Hazard
Three Shires ECoW consulted and their opinion was that they would need to check the spoil piles before backfilling,Hazard
Reported to site staff ,Hazard
"Stood back up but due to high winds, sandbags might be required to prevent reoccurrence ",Hazard
"Stood all signs back up as best as possible, sand bags required to prevent reoccurrence ",Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
Asked operative to move them on to suitable mat ,Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
GAP jetwash off hired and speedy jet wash to be delivered,Hazard
NULL,Good Practice
Site supervisor to lower steps,Hazard
NULL,Hazard
NULL,Hazard
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
"Op was leaving site in van, have requested that gateman reminds ops about access / egress.",Hazard
NULL,Good Practice
n/a,Good Practice
Driver spoken to ,Hazard
Brief chat with Carl G and observation submitted,Good Practice
"ECoW taken to site to inspect spoil piles with rabbit holes in. Hand dug and signed off, ready for backfill of trenches",Good Practice
n/a,Good Practice
Tractor driver told not to go out on site or do any working activities until common induction is completed,Hazard
Bowser came to fill up the water in the cabin,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
n/a,Good Practice
Machines stood down as its unsafe to work,Hazard
Reported to headland ,Hazard
Reported to headland fls,Hazard
Observation submitted.,Hazard
Consulted works manager and item has been dealt with,Hazard
Designated smoking area sign installed,Hazard
None needed ,Good Practice
NULL,Good Practice
NULL,Good Practice
Jacob made a path using posts and chain so we had a path to site,Good Practice
None,Good Practice
Informed the machine watcher and reminded him he needs to CAT scan,Hazard
NULL,Good Practice
WJ moved all their materials that will be collected to the concrete pad to avoid the lorries driving along the track mats.,Hazard
Site footpath installed from compound to archaeology dig area,Hazard
Site footpath installed from compound to archaeology dig to stop site vehicles driving in Siggers,Good Practice
Be more careful walking to site,Hazard
Costain supervisor politely asked farmer to slow down,Hazard
NULL,Good Practice
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
Jakob has approach the farmer and staff moved away from the boundary. ,Hazard
"Concrete blocks placed in front of gate to stop intruders 
entering again",Hazard
NULL,Good Practice
NULL,Good Practice
Brief chat with Carl G and observation submitted,Good Practice
This’ll need restocking ,Hazard
Reported. First aid kit required to site ,Hazard
Asked operative to move them on to suitable mat ,Hazard
Pointed out that whilst the mats were being used appropriately. They did not have the required liners. These need to be ordered and in place for the nappies to be effective ,Hazard
challenged ,Hazard
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
N/A,Good Practice
NULL,Good Practice
No machines excavating ,Good Practice
All subcontractors are reminded that they need to come back to sites to sign out and do not ring security to sign out this is not the process,Hazard
Site supervisor to lower steps,Hazard
,Good Practice
"Op was leaving site in van, have requested that gateman reminds ops about access / egress.",Hazard
None needed ,Good Practice
n/a,Good Practice
Briefed to workforce,Hazard
NULL,Good Practice
n/a,Good Practice
None needed ,Good Practice
Reviewed temporary works register against flood zone risk ,Good Practice
n/a,Good Practice
Operative spoke to. Correct Ppe put on.,Hazard
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
NULL,Good Practice
NULL,Good Practice
Wernick visiting site on Wednesday 25/10/2023,Hazard
Safe system of works to be reviewed - control measures agreed with Headland,Hazard
I reattached the loose tape to the two poles to make sure the barrier was extended fully. ,Good Practice
Operative spoken to,Hazard
Operative spoken to and Ppe replaced by 3sl,Hazard
Reported to project manager,Hazard
Call Lewis to will ask the farmer if we can extend the area to accommodate.,Hazard
"Farmer agrees, Jacob will move the stakes to the new limit",Good Practice
Posts and rope put in,Good Practice
None needed ,Good Practice
"none taken at time as not safe to chase after car on foot, however will report to Connor to raise as hazard on SOS brief as it should be briefed to the driver of the vehicle ",Hazard
Tried to contact document controller for advice,Hazard
Briefed workforce to take frequent  breaks,Hazard
Operative from headland spoken to and truck moved,Hazard
Dust suppression bowsers implemented and PPE provided,Good Practice
Informed Karl Christy,Good Practice
Item was picked up and placed in a secured shelf,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
Been reviewed by SHE team and has been determined that a specific fire extinguisher is not required in that location. Others are located nearby.,Hazard
Impact driver with no ball on the socket was sent back to Speedy a replacement is being sent,Good Practice
Alarms tested and records maintained by office management via third party. They can chase records if required. Fire extinguisher in kitchen indate until Feb 24.,Good Practice
Changing room cleared of PPE and new name tags made for lockers and coat pegs,Hazard
Driver was advised that delivery would be refused due to incorrect PPE,Hazard
Lynch were called when their forklift for subcontractor was not working and a fitter was called out,Good Practice
NULL,Good Practice
NULL,Hazard
New back box fitted,Hazard
NULL,Good Practice
Water emptied that morning,Hazard
Reported to fls who has spoken to supervisor from subcontractors who have ordered it,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
Advice was given as to what the site in question should do (Costain consultancy on site there) but not A12 related. Good practice and attitude,Good Practice
Senior SHE advisor issued chin strap from Stores,Hazard
O'Brien's made aware and will send a fitter to change to orange,Hazard
NULL,Good Practice
Security told driver to wait in the cab until WJ provided him with the correct PPE,Hazard
Extra mats laid on track in siggers to allow WJ’s rigid wagon access,Hazard
NULL,Good Practice
Non archaeological supervisor and machine driver were informed this was not done and will be given a TBT,Hazard
Supervisor made aware that 2 hours is not acceptable for the drilling team to be standing,Good Practice
Supervisor made aware that 2 hours is not acceptable for the drilling team to be standing,Hazard
Signage updated,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
"Costain provided shovels for the archaeology works - as the tools brought to site were not insulated
",Good Practice
Senior SHE advisor issued chin strap from Stores,Hazard
O'Brien's made aware and will send a fitter to change to orange,Hazard
"Contractor made aware and will send a fitter to change to orange
",Good Practice
NULL,Good Practice
NULL,Good Practice
"Costain provided shovels for the archaeology works - as the tools brought to site were not insulated
",Hazard
O'Brien's made aware and will send a fitter to change to orange,Hazard
"Yes, displayed on TV screens",Hazard
"Yes, fire risk assessment has been briefed on arrival to site and there are adequate trained fire marshalls",Hazard
discussed passport requirements and requirements to sign in with NH,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
Impact driver with no ball on the socket was sent back to Speedy a replacement is being sent,Good Practice
NULL,Good Practice
Pro-forma circulated and explained with headland ahead of commencement,Good Practice
NULL,Good Practice
NULL,Hazard
FLS descaled urinal - no further issues reported,Hazard
Cable removed and covered,Hazard
Sub-contracted the work to Anglia Tree,Hazard
Sub-contracted the work to Anglia Tree,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
